percent_bachelor_or_above,name,state_fips,district,year,congress_session
22.2,"Congressional District 3 (114th Congress), Virginia",51,03,2014,114th Congress
24.9,"Congressional District 4 (114th Congress), Virginia",51,04,2014,114th Congress
25.6,"Congressional District 5 (114th Congress), Virginia",51,05,2014,114th Congress
25.9,"Congressional District 6 (114th Congress), Virginia",51,06,2014,114th Congress
39.3,"Congressional District 7 (114th Congress), Virginia",51,07,2014,114th Congress
60.0,"Congressional District 8 (114th Congress), Virginia",51,08,2014,114th Congress
18.7,"Congressional District 9 (114th Congress), Virginia",51,09,2014,114th Congress
53.5,"Congressional District 10 (114th Congress), Virginia",51,10,2014,114th Congress
53.3,"Congressional District 11 (114th Congress), Virginia",51,11,2014,114th Congress
40.0,"Congressional District 1 (114th Congress), Washington",53,01,2014,114th Congress
29.0,"Congressional District 2 (114th Congress), Washington",53,02,2014,114th Congress
22.6,"Congressional District 3 (114th Congress), Washington",53,03,2014,114th Congress
19.5,"Congressional District 4 (114th Congress), Washington",53,04,2014,114th Congress
27.7,"Congressional District 5 (114th Congress), Washington",53,05,2014,114th Congress
27.8,"Congressional District 6 (114th Congress), Washington",53,06,2014,114th Congress
56.0,"Congressional District 7 (114th Congress), Washington",53,07,2014,114th Congress
31.6,"Congressional District 8 (114th Congress), Washington",53,08,2014,114th Congress
38.8,"Congressional District 9 (114th Congress), Washington",53,09,2014,114th Congress
25.6,"Congressional District 10 (114th Congress), Washington",53,10,2014,114th Congress
20.5,"Congressional District 1 (114th Congress), West Virginia",54,01,2014,114th Congress
20.4,"Congressional District 2 (114th Congress), West Virginia",54,02,2014,114th Congress
22.4,"Congressional District 1 (114th Congress), Alabama",01,01,2014,114th Congress
21.3,"Congressional District 2 (114th Congress), Alabama",01,02,2014,114th Congress
20.1,"Congressional District 3 (114th Congress), Alabama",01,03,2014,114th Congress
15.5,"Congressional District 4 (114th Congress), Alabama",01,04,2014,114th Congress
29.2,"Congressional District 5 (114th Congress), Alabama",01,05,2014,114th Congress
34.1,"Congressional District 6 (114th Congress), Alabama",01,06,2014,114th Congress
18.2,"Congressional District 7 (114th Congress), Alabama",01,07,2014,114th Congress
27.7,"Congressional District (at Large) (114th Congress), Alaska",02,00,2014,114th Congress
23.2,"Congressional District 1 (114th Congress), Arizona",04,01,2014,114th Congress
32.2,"Congressional District 2 (114th Congress), Arizona",04,02,2014,114th Congress
15.5,"Congressional District 3 (114th Congress), Arizona",04,03,2014,114th Congress
18.1,"Congressional District 4 (114th Congress), Arizona",04,04,2014,114th Congress
33.5,"Congressional District 5 (114th Congress), Arizona",04,05,2014,114th Congress
41.0,"Congressional District 6 (114th Congress), Arizona",04,06,2014,114th Congress
13.6,"Congressional District 7 (114th Congress), Arizona",04,07,2014,114th Congress
27.8,"Congressional District 8 (114th Congress), Arizona",04,08,2014,114th Congress
35.2,"Congressional District 9 (114th Congress), Arizona",04,09,2014,114th Congress
15.0,"Congressional District 1 (114th Congress), Arkansas",05,01,2014,114th Congress
27.4,"Congressional District 2 (114th Congress), Arkansas",05,02,2014,114th Congress
24.7,"Congressional District 3 (114th Congress), Arkansas",05,03,2014,114th Congress
15.5,"Congressional District 4 (114th Congress), Arkansas",05,04,2014,114th Congress
22.5,"Congressional District 1 (114th Congress), California",06,01,2014,114th Congress
38.9,"Congressional District 2 (114th Congress), California",06,02,2014,114th Congress
23.7,"Congressional District 3 (114th Congress), California",06,03,2014,114th Congress
31.4,"Congressional District 4 (114th Congress), California",06,04,2014,114th Congress
29.6,"Congressional District 5 (114th Congress), California",06,05,2014,114th Congress
25.8,"Congressional District 6 (114th Congress), California",06,06,2014,114th Congress
31.5,"Congressional District 7 (114th Congress), California",06,07,2014,114th Congress
15.5,"Congressional District 8 (114th Congress), California",06,08,2014,114th Congress
19.3,"Congressional District 9 (114th Congress), California",06,09,2014,114th Congress
17.1,"Congressional District 10 (114th Congress), California",06,10,2014,114th Congress
41.7,"Congressional District 11 (114th Congress), California",06,11,2014,114th Congress
54.5,"Congressional District 12 (114th Congress), California",06,12,2014,114th Congress
45.0,"Congressional District 13 (114th Congress), California",06,13,2014,114th Congress
42.6,"Congressional District 14 (114th Congress), California",06,14,2014,114th Congress
40.0,"Congressional District 15 (114th Congress), California",06,15,2014,114th Congress
11.8,"Congressional District 16 (114th Congress), California",06,16,2014,114th Congress
52.6,"Congressional District 17 (114th Congress), California",06,17,2014,114th Congress
58.5,"Congressional District 18 (114th Congress), California",06,18,2014,114th Congress
32.1,"Congressional District 19 (114th Congress), California",06,19,2014,114th Congress
26.4,"Congressional District 20 (114th Congress), California",06,20,2014,114th Congress
8.1,"Congressional District 21 (114th Congress), California",06,21,2014,114th Congress
23.3,"Congressional District 22 (114th Congress), California",06,22,2014,114th Congress
19.1,"Congressional District 23 (114th Congress), California",06,23,2014,114th Congress
31.8,"Congressional District 24 (114th Congress), California",06,24,2014,114th Congress
26.8,"Congressional District 25 (114th Congress), California",06,25,2014,114th Congress
31.6,"Congressional District 26 (114th Congress), California",06,26,2014,114th Congress
40.2,"Congressional District 27 (114th Congress), California",06,27,2014,114th Congress
42.7,"Congressional District 28 (114th Congress), California",06,28,2014,114th Congress
18.5,"Congressional District 29 (114th Congress), California",06,29,2014,114th Congress
15.3,"Congressional District 3 (114th Congress), West Virginia",54,03,2014,114th Congress
26.5,"Congressional District 1 (114th Congress), Wisconsin",55,01,2014,114th Congress
38.9,"Congressional District 2 (114th Congress), Wisconsin",55,02,2014,114th Congress
23.3,"Congressional District 3 (114th Congress), Wisconsin",55,03,2014,114th Congress
26.6,"Congressional District 4 (114th Congress), Wisconsin",55,04,2014,114th Congress
34.5,"Congressional District 5 (114th Congress), Wisconsin",55,05,2014,114th Congress
24.5,"Congressional District 6 (114th Congress), Wisconsin",55,06,2014,114th Congress
21.1,"Congressional District 7 (114th Congress), Wisconsin",55,07,2014,114th Congress
24.0,"Congressional District 8 (114th Congress), Wisconsin",55,08,2014,114th Congress
25.1,"Congressional District (at Large) (114th Congress), Wyoming",56,00,2014,114th Congress
,"Resident Commissioner District (at Large) (114th Congress), Puerto Rico",72,98,2014,114th Congress
23.3,"Congressional District 1 (115th Congress), Alabama",01,01,2016,115th Congress
21.8,"Congressional District 2 (115th Congress), Alabama",01,02,2016,115th Congress
21.2,"Congressional District 3 (115th Congress), Alabama",01,03,2016,115th Congress
16.3,"Congressional District 4 (115th Congress), Alabama",01,04,2016,115th Congress
30.5,"Congressional District 5 (115th Congress), Alabama",01,05,2016,115th Congress
35.2,"Congressional District 6 (115th Congress), Alabama",01,06,2016,115th Congress
19.1,"Congressional District 7 (115th Congress), Alabama",01,07,2016,115th Congress
28.8,"Congressional District (at Large) (115th Congress), Alaska",02,00,2016,115th Congress
23.6,"Congressional District 1 (115th Congress), Arizona",04,01,2016,115th Congress
33.0,"Congressional District 2 (115th Congress), Arizona",04,02,2016,115th Congress
15.7,"Congressional District 3 (115th Congress), Arizona",04,03,2016,115th Congress
18.6,"Congressional District 4 (115th Congress), Arizona",04,04,2016,115th Congress
34.7,"Congressional District 5 (115th Congress), Arizona",04,05,2016,115th Congress
42.9,"Congressional District 6 (115th Congress), Arizona",04,06,2016,115th Congress
14.0,"Congressional District 7 (115th Congress), Arizona",04,07,2016,115th Congress
28.3,"Congressional District 8 (115th Congress), Arizona",04,08,2016,115th Congress
36.7,"Congressional District 9 (115th Congress), Arizona",04,09,2016,115th Congress
15.7,"Congressional District 1 (115th Congress), Arkansas",05,01,2016,115th Congress
28.4,"Congressional District 2 (115th Congress), Arkansas",05,02,2016,115th Congress
25.6,"Congressional District 3 (115th Congress), Arkansas",05,03,2016,115th Congress
16.1,"Congressional District 4 (115th Congress), Arkansas",05,04,2016,115th Congress
23.2,"Congressional District 1 (115th Congress), California",06,01,2016,115th Congress
40.0,"Congressional District 2 (115th Congress), California",06,02,2016,115th Congress
24.5,"Congressional District 3 (115th Congress), California",06,03,2016,115th Congress
32.2,"Congressional District 4 (115th Congress), California",06,04,2016,115th Congress
30.4,"Congressional District 5 (115th Congress), California",06,05,2016,115th Congress
26.8,"Congressional District 6 (115th Congress), California",06,06,2016,115th Congress
32.6,"Congressional District 7 (115th Congress), California",06,07,2016,115th Congress
16.0,"Congressional District 8 (115th Congress), California",06,08,2016,115th Congress
19.7,"Congressional District 9 (115th Congress), California",06,09,2016,115th Congress
17.2,"Congressional District 10 (115th Congress), California",06,10,2016,115th Congress
42.6,"Congressional District 11 (115th Congress), California",06,11,2016,115th Congress
56.3,"Congressional District 12 (115th Congress), California",06,12,2016,115th Congress
46.1,"Congressional District 13 (115th Congress), California",06,13,2016,115th Congress
44.7,"Congressional District 14 (115th Congress), California",06,14,2016,115th Congress
42.4,"Congressional District 15 (115th Congress), California",06,15,2016,115th Congress
12.0,"Congressional District 16 (115th Congress), California",06,16,2016,115th Congress
54.9,"Congressional District 17 (115th Congress), California",06,17,2016,115th Congress
60.5,"Congressional District 18 (115th Congress), California",06,18,2016,115th Congress
33.5,"Congressional District 19 (115th Congress), California",06,19,2016,115th Congress
27.1,"Congressional District 20 (115th Congress), California",06,20,2016,115th Congress
8.1,"Congressional District 21 (115th Congress), California",06,21,2016,115th Congress
24.0,"Congressional District 22 (115th Congress), California",06,22,2016,115th Congress
19.6,"Congressional District 23 (115th Congress), California",06,23,2016,115th Congress
33.0,"Congressional District 24 (115th Congress), California",06,24,2016,115th Congress
27.3,"Congressional District 25 (115th Congress), California",06,25,2016,115th Congress
32.4,"Congressional District 26 (115th Congress), California",06,26,2016,115th Congress
41.2,"Congressional District 27 (115th Congress), California",06,27,2016,115th Congress
44.3,"Congressional District 28 (115th Congress), California",06,28,2016,115th Congress
19.3,"Congressional District 29 (115th Congress), California",06,29,2016,115th Congress
42.1,"Congressional District 30 (115th Congress), California",06,30,2016,115th Congress
23.0,"Congressional District 31 (115th Congress), California",06,31,2016,115th Congress
20.5,"Congressional District 32 (115th Congress), California",06,32,2016,115th Congress
63.3,"Congressional District 33 (115th Congress), California",06,33,2016,115th Congress
24.2,"Congressional District 34 (115th Congress), California",06,34,2016,115th Congress
14.8,"Congressional District 35 (115th Congress), California",06,35,2016,115th Congress
20.6,"Congressional District 36 (115th Congress), California",06,36,2016,115th Congress
37.2,"Congressional District 37 (115th Congress), California",06,37,2016,115th Congress
21.9,"Congressional District 38 (115th Congress), California",06,38,2016,115th Congress
40.2,"Congressional District 39 (115th Congress), California",06,39,2016,115th Congress
9.2,"Congressional District 40 (115th Congress), California",06,40,2016,115th Congress
17.0,"Congressional District 41 (115th Congress), California",06,41,2016,115th Congress
24.3,"Congressional District 42 (115th Congress), California",06,42,2016,115th Congress
24.9,"Congressional District 43 (115th Congress), California",06,43,2016,115th Congress
12.1,"Congressional District 44 (115th Congress), California",06,44,2016,115th Congress
53.5,"Congressional District 45 (115th Congress), California",06,45,2016,115th Congress
17.6,"Congressional District 46 (115th Congress), California",06,46,2016,115th Congress
30.4,"Congressional District 47 (115th Congress), California",06,47,2016,115th Congress
44.2,"Congressional District 48 (115th Congress), California",06,48,2016,115th Congress
43.0,"Congressional District 49 (115th Congress), California",06,49,2016,115th Congress
27.0,"Congressional District 50 (115th Congress), California",06,50,2016,115th Congress
13.8,"Congressional District 51 (115th Congress), California",06,51,2016,115th Congress
56.8,"Congressional District 52 (115th Congress), California",06,52,2016,115th Congress
36.2,"Congressional District 53 (115th Congress), California",06,53,2016,115th Congress
45.5,"Congressional District 1 (115th Congress), Colorado",08,01,2016,115th Congress
53.3,"Congressional District 2 (115th Congress), Colorado",08,02,2016,115th Congress
29.7,"Congressional District 3 (115th Congress), Colorado",08,03,2016,115th Congress
33.7,"Congressional District 4 (115th Congress), Colorado",08,04,2016,115th Congress
34.8,"Congressional District 5 (115th Congress), Colorado",08,05,2016,115th Congress
41.5,"Congressional District 6 (115th Congress), Colorado",08,06,2016,115th Congress
31.4,"Congressional District 7 (115th Congress), Colorado",08,07,2016,115th Congress
36.4,"Congressional District 1 (115th Congress), Connecticut",09,01,2016,115th Congress
34.3,"Congressional District 2 (115th Congress), Connecticut",09,02,2016,115th Congress
35.6,"Congressional District 3 (115th Congress), Connecticut",09,03,2016,115th Congress
48.7,"Congressional District 4 (115th Congress), Connecticut",09,04,2016,115th Congress
35.3,"Congressional District 5 (115th Congress), Connecticut",09,05,2016,115th Congress
30.5,"Congressional District (at Large) (115th Congress), Delaware",10,00,2016,115th Congress
55.4,"Delegate District (at Large) (115th Congress), District of Columbia",11,98,2016,115th Congress
26.5,"Congressional District 1 (115th Congress), Florida",12,01,2016,115th Congress
23.0,"Congressional District 2 (115th Congress), Florida",12,02,2016,115th Congress
26.4,"Congressional District 3 (115th Congress), Florida",12,03,2016,115th Congress
37.8,"Congressional District 4 (115th Congress), Florida",12,04,2016,115th Congress
19.8,"Congressional District 5 (115th Congress), Florida",12,05,2016,115th Congress
22.6,"Congressional District 6 (115th Congress), Florida",12,06,2016,115th Congress
36.9,"Congressional District 7 (115th Congress), Florida",12,07,2016,115th Congress
27.5,"Congressional District 8 (115th Congress), Florida",12,08,2016,115th Congress
22.1,"Congressional District 9 (115th Congress), Florida",12,09,2016,115th Congress
28.9,"Congressional District 10 (115th Congress), Florida",12,10,2016,115th Congress
19.9,"Congressional District 11 (115th Congress), Florida",12,11,2016,115th Congress
26.6,"Congressional District 12 (115th Congress), Florida",12,12,2016,115th Congress
28.1,"Congressional District 13 (115th Congress), Florida",12,13,2016,115th Congress
34.3,"Congressional District 14 (115th Congress), Florida",12,14,2016,115th Congress
24.7,"Congressional District 15 (115th Congress), Florida",12,15,2016,115th Congress
30.9,"Congressional District 16 (115th Congress), Florida",12,16,2016,115th Congress
20.3,"Congressional District 17 (115th Congress), Florida",12,17,2016,115th Congress
29.7,"Congressional District 18 (115th Congress), Florida",12,18,2016,115th Congress
31.3,"Congressional District 19 (115th Congress), Florida",12,19,2016,115th Congress
20.6,"Congressional District 20 (115th Congress), Florida",12,20,2016,115th Congress
33.7,"Congressional District 21 (115th Congress), Florida",12,21,2016,115th Congress
37.5,"Congressional District 22 (115th Congress), Florida",12,22,2016,115th Congress
38.1,"Congressional District 23 (115th Congress), Florida",12,23,2016,115th Congress
18.9,"Congressional District 24 (115th Congress), Florida",12,24,2016,115th Congress
22.7,"Congressional District 25 (115th Congress), Florida",12,25,2016,115th Congress
25.1,"Congressional District 26 (115th Congress), Florida",12,26,2016,115th Congress
37.4,"Congressional District 27 (115th Congress), Florida",12,27,2016,115th Congress
25.1,"Congressional District 1 (115th Congress), Georgia",13,01,2016,115th Congress
17.3,"Congressional District 2 (115th Congress), Georgia",13,02,2016,115th Congress
25.2,"Congressional District 3 (115th Congress), Georgia",13,03,2016,115th Congress
29.9,"Congressional District 4 (115th Congress), Georgia",13,04,2016,115th Congress
40.1,"Congressional District 5 (115th Congress), Georgia",13,05,2016,115th Congress
59.1,"Congressional District 6 (115th Congress), Georgia",13,06,2016,115th Congress
39.3,"Congressional District 7 (115th Congress), Georgia",13,07,2016,115th Congress
19.9,"Congressional District 8 (115th Congress), Georgia",13,08,2016,115th Congress
21.3,"Congressional District 9 (115th Congress), Georgia",13,09,2016,115th Congress
24.7,"Congressional District 10 (115th Congress), Georgia",13,10,2016,115th Congress
39.7,"Congressional District 11 (115th Congress), Georgia",13,11,2016,115th Congress
20.7,"Congressional District 12 (115th Congress), Georgia",13,12,2016,115th Congress
28.3,"Congressional District 13 (115th Congress), Georgia",13,13,2016,115th Congress
17.1,"Congressional District 14 (115th Congress), Georgia",13,14,2016,115th Congress
34.6,"Congressional District 1 (115th Congress), Hawaii",15,01,2016,115th Congress
28.0,"Congressional District 2 (115th Congress), Hawaii",15,02,2016,115th Congress
24.5,"Congressional District 1 (115th Congress), Idaho",16,01,2016,115th Congress
28.1,"Congressional District 2 (115th Congress), Idaho",16,02,2016,115th Congress
27.4,"Congressional District 1 (115th Congress), Illinois",17,01,2016,115th Congress
22.3,"Congressional District 2 (115th Congress), Illinois",17,02,2016,115th Congress
26.4,"Congressional District 3 (115th Congress), Illinois",17,03,2016,115th Congress
21.8,"Congressional District 4 (115th Congress), Illinois",17,04,2016,115th Congress
52.3,"Congressional District 5 (115th Congress), Illinois",17,05,2016,115th Congress
50.9,"Congressional District 6 (115th Congress), Illinois",17,06,2016,115th Congress
39.7,"Congressional District 7 (115th Congress), Illinois",17,07,2016,115th Congress
33.0,"Congressional District 8 (115th Congress), Illinois",17,08,2016,115th Congress
52.1,"Congressional District 9 (115th Congress), Illinois",17,09,2016,115th Congress
43.7,"Congressional District 10 (115th Congress), Illinois",17,10,2016,115th Congress
34.8,"Congressional District 11 (115th Congress), Illinois",17,11,2016,115th Congress
22.1,"Congressional District 12 (115th Congress), Illinois",17,12,2016,115th Congress
30.0,"Congressional District 13 (115th Congress), Illinois",17,13,2016,115th Congress
39.6,"Congressional District 14 (115th Congress), Illinois",17,14,2016,115th Congress
18.9,"Congressional District 15 (115th Congress), Illinois",17,15,2016,115th Congress
21.8,"Congressional District 16 (115th Congress), Illinois",17,16,2016,115th Congress
18.3,"Congressional District 17 (115th Congress), Illinois",17,17,2016,115th Congress
31.7,"Congressional District 18 (115th Congress), Illinois",17,18,2016,115th Congress
21.8,"Congressional District 1 (115th Congress), Indiana",18,01,2016,115th Congress
21.0,"Congressional District 2 (115th Congress), Indiana",18,02,2016,115th Congress
22.3,"Congressional District 3 (115th Congress), Indiana",18,03,2016,115th Congress
24.7,"Congressional District 4 (115th Congress), Indiana",18,04,2016,115th Congress
43.6,"Congressional District 5 (115th Congress), Indiana",18,05,2016,115th Congress
19.8,"Congressional District 6 (115th Congress), Indiana",18,06,2016,115th Congress
22.3,"Congressional District 7 (115th Congress), Indiana",18,07,2016,115th Congress
19.9,"Congressional District 8 (115th Congress), Indiana",18,08,2016,115th Congress
25.2,"Congressional District 9 (115th Congress), Indiana",18,09,2016,115th Congress
25.5,"Congressional District 1 (115th Congress), Iowa",19,01,2016,115th Congress
27.6,"Congressional District 2 (115th Congress), Iowa",19,02,2016,115th Congress
32.0,"Congressional District 3 (115th Congress), Iowa",19,03,2016,115th Congress
23.3,"Congressional District 4 (115th Congress), Iowa",19,04,2016,115th Congress
23.9,"Congressional District 1 (115th Congress), Kansas",20,01,2016,115th Congress
27.7,"Congressional District 2 (115th Congress), Kansas",20,02,2016,115th Congress
45.6,"Congressional District 3 (115th Congress), Kansas",20,03,2016,115th Congress
28.2,"Congressional District 4 (115th Congress), Kansas",20,04,2016,115th Congress
15.9,"Congressional District 1 (115th Congress), Kentucky",21,01,2016,115th Congress
19.5,"Congressional District 2 (115th Congress), Kentucky",21,02,2016,115th Congress
31.0,"Congressional District 3 (115th Congress), Kentucky",21,03,2016,115th Congress
26.6,"Congressional District 4 (115th Congress), Kentucky",21,04,2016,115th Congress
12.5,"Congressional District 5 (115th Congress), Kentucky",21,05,2016,115th Congress
30.3,"Congressional District 6 (115th Congress), Kentucky",21,06,2016,115th Congress
29.1,"Congressional District 1 (115th Congress), Louisiana",22,01,2016,115th Congress
22.5,"Congressional District 2 (115th Congress), Louisiana",22,02,2016,115th Congress
20.2,"Congressional District 3 (115th Congress), Louisiana",22,03,2016,115th Congress
19.6,"Congressional District 4 (115th Congress), Louisiana",22,04,2016,115th Congress
17.2,"Congressional District 5 (115th Congress), Louisiana",22,05,2016,115th Congress
28.5,"Congressional District 6 (115th Congress), Louisiana",22,06,2016,115th Congress
35.9,"Congressional District 1 (115th Congress), Maine",23,01,2016,115th Congress
22.5,"Congressional District 2 (115th Congress), Maine",23,02,2016,115th Congress
30.5,"Congressional District 1 (115th Congress), Maryland",24,01,2016,115th Congress
30.7,"Congressional District 2 (115th Congress), Maryland",24,02,2016,115th Congress
46.6,"Congressional District 3 (115th Congress), Maryland",24,03,2016,115th Congress
32.3,"Congressional District 4 (115th Congress), Maryland",24,04,2016,115th Congress
34.0,"Congressional District 5 (115th Congress), Maryland",24,05,2016,115th Congress
41.2,"Congressional District 6 (115th Congress), Maryland",24,06,2016,115th Congress
37.2,"Congressional District 7 (115th Congress), Maryland",24,07,2016,115th Congress
53.8,"Congressional District 8 (115th Congress), Maryland",24,08,2016,115th Congress
28.8,"Congressional District 1 (115th Congress), Massachusetts",25,01,2016,115th Congress
37.3,"Congressional District 2 (115th Congress), Massachusetts",25,02,2016,115th Congress
36.8,"Congressional District 3 (115th Congress), Massachusetts",25,03,2016,115th Congress
49.5,"Congressional District 4 (115th Congress), Massachusetts",25,04,2016,115th Congress
55.1,"Congressional District 5 (115th Congress), Massachusetts",25,05,2016,115th Congress
42.6,"Congressional District 6 (115th Congress), Massachusetts",25,06,2016,115th Congress
41.7,"Congressional District 7 (115th Congress), Massachusetts",25,07,2016,115th Congress
44.7,"Congressional District 8 (115th Congress), Massachusetts",25,08,2016,115th Congress
33.5,"Congressional District 9 (115th Congress), Massachusetts",25,09,2016,115th Congress
23.7,"Congressional District 1 (115th Congress), Michigan",26,01,2016,115th Congress
24.5,"Congressional District 2 (115th Congress), Michigan",26,02,2016,115th Congress
29.9,"Congressional District 3 (115th Congress), Michigan",26,03,2016,115th Congress
20.8,"Congressional District 4 (115th Congress), Michigan",26,04,2016,115th Congress
18.7,"Congressional District 5 (115th Congress), Michigan",26,05,2016,115th Congress
26.7,"Congressional District 6 (115th Congress), Michigan",26,06,2016,115th Congress
23.3,"Congressional District 7 (115th Congress), Michigan",26,07,2016,115th Congress
39.4,"Congressional District 8 (115th Congress), Michigan",26,08,2016,115th Congress
29.3,"Congressional District 9 (115th Congress), Michigan",26,09,2016,115th Congress
22.6,"Congressional District 10 (115th Congress), Michigan",26,10,2016,115th Congress
45.8,"Congressional District 11 (115th Congress), Michigan",26,11,2016,115th Congress
33.2,"Congressional District 12 (115th Congress), Michigan",26,12,2016,115th Congress
14.5,"Congressional District 13 (115th Congress), Michigan",26,13,2016,115th Congress
30.0,"Congressional District 14 (115th Congress), Michigan",26,14,2016,115th Congress
27.3,"Congressional District 1 (115th Congress), Minnesota",27,01,2016,115th Congress
37.9,"Congressional District 2 (115th Congress), Minnesota",27,02,2016,115th Congress
47.8,"Congressional District 3 (115th Congress), Minnesota",27,03,2016,115th Congress
42.6,"Congressional District 4 (115th Congress), Minnesota",27,04,2016,115th Congress
44.0,"Congressional District 5 (115th Congress), Minnesota",27,05,2016,115th Congress
28.7,"Congressional District 6 (115th Congress), Minnesota",27,06,2016,115th Congress
21.5,"Congressional District 7 (115th Congress), Minnesota",27,07,2016,115th Congress
22.6,"Congressional District 8 (115th Congress), Minnesota",27,08,2016,115th Congress
19.6,"Congressional District 1 (115th Congress), Mississippi",28,01,2016,115th Congress
18.5,"Congressional District 2 (115th Congress), Mississippi",28,02,2016,115th Congress
25.4,"Congressional District 3 (115th Congress), Mississippi",28,03,2016,115th Congress
20.5,"Congressional District 4 (115th Congress), Mississippi",28,04,2016,115th Congress
30.5,"Congressional District 1 (115th Congress), Missouri",29,01,2016,115th Congress
48.2,"Congressional District 2 (115th Congress), Missouri",29,02,2016,115th Congress
24.5,"Congressional District 3 (115th Congress), Missouri",29,03,2016,115th Congress
24.3,"Congressional District 4 (115th Congress), Missouri",29,04,2016,115th Congress
26.6,"Congressional District 5 (115th Congress), Missouri",29,05,2016,115th Congress
27.0,"Congressional District 6 (115th Congress), Missouri",29,06,2016,115th Congress
23.5,"Congressional District 7 (115th Congress), Missouri",29,07,2016,115th Congress
15.3,"Congressional District 8 (115th Congress), Missouri",29,08,2016,115th Congress
29.9,"Congressional District (at Large) (115th Congress), Montana",30,00,2016,115th Congress
30.2,"Congressional District 1 (115th Congress), Nebraska",31,01,2016,115th Congress
38.4,"Congressional District 2 (115th Congress), Nebraska",31,02,2016,115th Congress
21.2,"Congressional District 3 (115th Congress), Nebraska",31,03,2016,115th Congress
14.8,"Congressional District 1 (115th Congress), Nevada",32,01,2016,115th Congress
25.3,"Congressional District 2 (115th Congress), Nevada",32,02,2016,115th Congress
31.4,"Congressional District 3 (115th Congress), Nevada",32,03,2016,115th Congress
19.9,"Congressional District 4 (115th Congress), Nevada",32,04,2016,115th Congress
36.1,"Congressional District 1 (115th Congress), New Hampshire",33,01,2016,115th Congress
34.8,"Congressional District 2 (115th Congress), New Hampshire",33,02,2016,115th Congress
29.9,"Congressional District 1 (115th Congress), New Jersey",34,01,2016,115th Congress
24.8,"Congressional District 2 (115th Congress), New Jersey",34,02,2016,115th Congress
32.8,"Congressional District 3 (115th Congress), New Jersey",34,03,2016,115th Congress
38.5,"Congressional District 4 (115th Congress), New Jersey",34,04,2016,115th Congress
46.2,"Congressional District 5 (115th Congress), New Jersey",34,05,2016,115th Congress
38.4,"Congressional District 6 (115th Congress), New Jersey",34,06,2016,115th Congress
51.4,"Congressional District 7 (115th Congress), New Jersey",34,07,2016,115th Congress
30.8,"Congressional District 8 (115th Congress), New Jersey",34,08,2016,115th Congress
32.7,"Congressional District 9 (115th Congress), New Jersey",34,09,2016,115th Congress
27.6,"Congressional District 10 (115th Congress), New Jersey",34,10,2016,115th Congress
52.1,"Congressional District 11 (115th Congress), New Jersey",34,11,2016,115th Congress
43.6,"Congressional District 12 (115th Congress), New Jersey",34,12,2016,115th Congress
32.0,"Congressional District 1 (115th Congress), New Mexico",35,01,2016,115th Congress
20.6,"Congressional District 2 (115th Congress), New Mexico",35,02,2016,115th Congress
27.1,"Congressional District 3 (115th Congress), New Mexico",35,03,2016,115th Congress
34.7,"Congressional District 1 (115th Congress), New York",36,01,2016,115th Congress
29.3,"Congressional District 2 (115th Congress), New York",36,02,2016,115th Congress
51.5,"Congressional District 3 (115th Congress), New York",36,03,2016,115th Congress
40.6,"Congressional District 4 (115th Congress), New York",36,04,2016,115th Congress
24.2,"Congressional District 5 (115th Congress), New York",36,05,2016,115th Congress
36.2,"Congressional District 6 (115th Congress), New York",36,06,2016,115th Congress
31.5,"Congressional District 7 (115th Congress), New York",36,07,2016,115th Congress
30.1,"Congressional District 8 (115th Congress), New York",36,08,2016,115th Congress
35.8,"Congressional District 9 (115th Congress), New York",36,09,2016,115th Congress
59.8,"Congressional District 10 (115th Congress), New York",36,10,2016,115th Congress
33.4,"Congressional District 11 (115th Congress), New York",36,11,2016,115th Congress
71.1,"Congressional District 12 (115th Congress), New York",36,12,2016,115th Congress
30.0,"Congressional District 13 (115th Congress), New York",36,13,2016,115th Congress
25.4,"Congressional District 14 (115th Congress), New York",36,14,2016,115th Congress
12.9,"Congressional District 15 (115th Congress), New York",36,15,2016,115th Congress
39.1,"Congressional District 16 (115th Congress), New York",36,16,2016,115th Congress
45.3,"Congressional District 17 (115th Congress), New York",36,17,2016,115th Congress
35.0,"Congressional District 18 (115th Congress), New York",36,18,2016,115th Congress
27.7,"Congressional District 19 (115th Congress), New York",36,19,2016,115th Congress
36.7,"Congressional District 20 (115th Congress), New York",36,20,2016,115th Congress
22.7,"Congressional District 21 (115th Congress), New York",36,21,2016,115th Congress
24.1,"Congressional District 22 (115th Congress), New York",36,22,2016,115th Congress
25.3,"Congressional District 23 (115th Congress), New York",36,23,2016,115th Congress
29.7,"Congressional District 24 (115th Congress), New York",36,24,2016,115th Congress
36.5,"Congressional District 25 (115th Congress), New York",36,25,2016,115th Congress
30.0,"Congressional District 26 (115th Congress), New York",36,26,2016,115th Congress
29.1,"Congressional District 27 (115th Congress), New York",36,27,2016,115th Congress
25.9,"Congressional District 1 (115th Congress), North Carolina",37,01,2016,115th Congress
33.9,"Congressional District 2 (115th Congress), North Carolina",37,02,2016,115th Congress
21.6,"Congressional District 3 (115th Congress), North Carolina",37,03,2016,115th Congress
52.3,"Congressional District 4 (115th Congress), North Carolina",37,04,2016,115th Congress
25.6,"Congressional District 5 (115th Congress), North Carolina",37,05,2016,115th Congress
23.1,"Congressional District 6 (115th Congress), North Carolina",37,06,2016,115th Congress
