percent_bachelor_or_above,name,state_fips,district,year,congress_session
24.0,"Congressional District 2 (111th Congress), Texas",48,02,2010,111th Congress
43.1,"Congressional District 3 (111th Congress), Texas",48,03,2010,111th Congress
22.9,"Congressional District 4 (111th Congress), Texas",48,04,2010,111th Congress
20.0,"Congressional District 5 (111th Congress), Texas",48,05,2010,111th Congress
25.2,"Congressional District 6 (111th Congress), Texas",48,06,2010,111th Congress
49.6,"Congressional District 7 (111th Congress), Texas",48,07,2010,111th Congress
21.7,"Congressional District 8 (111th Congress), Texas",48,08,2010,111th Congress
21.5,"Congressional District 9 (111th Congress), Texas",48,09,2010,111th Congress
35.3,"Congressional District 10 (111th Congress), Texas",48,10,2010,111th Congress
18.5,"Congressional District 11 (111th Congress), Texas",48,11,2010,111th Congress
24.3,"Congressional District 12 (111th Congress), Texas",48,12,2010,111th Congress
18.8,"Congressional District 13 (111th Congress), Texas",48,13,2010,111th Congress
24.4,"Congressional District 14 (111th Congress), Texas",48,14,2010,111th Congress
14.7,"Congressional District 15 (111th Congress), Texas",48,15,2010,111th Congress
19.9,"Congressional District 16 (111th Congress), Texas",48,16,2010,111th Congress
22.4,"Congressional District 17 (111th Congress), Texas",48,17,2010,111th Congress
17.8,"Congressional District 18 (111th Congress), Texas",48,18,2010,111th Congress
21.2,"Congressional District 19 (111th Congress), Texas",48,19,2010,111th Congress
16.1,"Congressional District 20 (111th Congress), Texas",48,20,2010,111th Congress
40.1,"Congressional District 21 (111th Congress), Texas",48,21,2010,111th Congress
35.2,"Congressional District 22 (111th Congress), Texas",48,22,2010,111th Congress
23.0,"Congressional District 23 (111th Congress), Texas",48,23,2010,111th Congress
37.3,"Congressional District 24 (111th Congress), Texas",48,24,2010,111th Congress
32.4,"Congressional District 25 (111th Congress), Texas",48,25,2010,111th Congress
31.9,"Congressional District 26 (111th Congress), Texas",48,26,2010,111th Congress
17.1,"Congressional District 27 (111th Congress), Texas",48,27,2010,111th Congress
15.8,"Congressional District 28 (111th Congress), Texas",48,28,2010,111th Congress
6.9,"Congressional District 29 (111th Congress), Texas",48,29,2010,111th Congress
18.8,"Congressional District 30 (111th Congress), Texas",48,30,2010,111th Congress
28.0,"Congressional District 31 (111th Congress), Texas",48,31,2010,111th Congress
37.8,"Congressional District 32 (111th Congress), Texas",48,32,2010,111th Congress
28.8,"Congressional District 1 (111th Congress), Utah",49,01,2010,111th Congress
33.9,"Congressional District 2 (111th Congress), Utah",49,02,2010,111th Congress
25.2,"Congressional District 3 (111th Congress), Utah",49,03,2010,111th Congress
33.3,"Congressional District (at Large) (111th Congress), Vermont",50,00,2010,111th Congress
31.3,"Congressional District 1 (111th Congress), Virginia",51,01,2010,111th Congress
29.3,"Congressional District 2 (111th Congress), Virginia",51,02,2010,111th Congress
20.7,"Congressional District 3 (111th Congress), Virginia",51,03,2010,111th Congress
22.9,"Congressional District 4 (111th Congress), Virginia",51,04,2010,111th Congress
21.9,"Congressional District 5 (111th Congress), Virginia",51,05,2010,111th Congress
24.6,"Congressional District 6 (111th Congress), Virginia",51,06,2010,111th Congress
36.7,"Congressional District 7 (111th Congress), Virginia",51,07,2010,111th Congress
60.2,"Congressional District 8 (111th Congress), Virginia",51,08,2010,111th Congress
17.0,"Congressional District 9 (111th Congress), Virginia",51,09,2010,111th Congress
48.5,"Congressional District 10 (111th Congress), Virginia",51,10,2010,111th Congress
52.0,"Congressional District 11 (111th Congress), Virginia",51,11,2010,111th Congress
41.0,"Congressional District 1 (111th Congress), Washington",53,01,2010,111th Congress
25.6,"Congressional District 2 (111th Congress), Washington",53,02,2010,111th Congress
24.4,"Congressional District 3 (111th Congress), Washington",53,03,2010,111th Congress
19.9,"Congressional District 4 (111th Congress), Washington",53,04,2010,111th Congress
26.4,"Congressional District 5 (111th Congress), Washington",53,05,2010,111th Congress
23.1,"Congressional District 6 (111th Congress), Washington",53,06,2010,111th Congress
51.6,"Congressional District 7 (111th Congress), Washington",53,07,2010,111th Congress
41.5,"Congressional District 8 (111th Congress), Washington",53,08,2010,111th Congress
23.3,"Congressional District 9 (111th Congress), Washington",53,09,2010,111th Congress
18.7,"Congressional District 1 (111th Congress), West Virginia",54,01,2010,111th Congress
19.0,"Congressional District 2 (111th Congress), West Virginia",54,02,2010,111th Congress
13.9,"Congressional District 3 (111th Congress), West Virginia",54,03,2010,111th Congress
25.1,"Congressional District 1 (111th Congress), Wisconsin",55,01,2010,111th Congress
36.3,"Congressional District 2 (111th Congress), Wisconsin",55,02,2010,111th Congress
23.0,"Congressional District 3 (111th Congress), Wisconsin",55,03,2010,111th Congress
20.8,"Congressional District 4 (111th Congress), Wisconsin",55,04,2010,111th Congress
39.1,"Congressional District 5 (111th Congress), Wisconsin",55,05,2010,111th Congress
19.2,"Congressional District 6 (111th Congress), Wisconsin",55,06,2010,111th Congress
19.4,"Congressional District 7 (111th Congress), Wisconsin",55,07,2010,111th Congress
22.1,"Congressional District 8 (111th Congress), Wisconsin",55,08,2010,111th Congress
23.6,"Congressional District (at Large) (111th Congress), Wyoming",56,00,2010,111th Congress
,"Resident Commissioner District (at Large) (111th Congress), Puerto Rico",72,98,2010,111th Congress
20.8,"Congressional District 1 (112th Congress), Alabama",01,01,2011,112th Congress
19.8,"Congressional District 2 (112th Congress), Alabama",01,02,2011,112th Congress
19.8,"Congressional District 3 (112th Congress), Alabama",01,03,2011,112th Congress
13.1,"Congressional District 4 (112th Congress), Alabama",01,04,2011,112th Congress
27.1,"Congressional District 5 (112th Congress), Alabama",01,05,2011,112th Congress
33.7,"Congressional District 6 (112th Congress), Alabama",01,06,2011,112th Congress
17.1,"Congressional District 7 (112th Congress), Alabama",01,07,2011,112th Congress
27.2,"Congressional District (at Large) (112th Congress), Alaska",02,00,2011,112th Congress
19.5,"Congressional District 1 (112th Congress), Arizona",04,01,2011,112th Congress
22.3,"Congressional District 2 (112th Congress), Arizona",04,02,2011,112th Congress
33.9,"Congressional District 3 (112th Congress), Arizona",04,03,2011,112th Congress
13.5,"Congressional District 4 (112th Congress), Arizona",04,04,2011,112th Congress
43.6,"Congressional District 5 (112th Congress), Arizona",04,05,2011,112th Congress
28.5,"Congressional District 6 (112th Congress), Arizona",04,06,2011,112th Congress
15.5,"Congressional District 7 (112th Congress), Arizona",04,07,2011,112th Congress
34.0,"Congressional District 8 (112th Congress), Arizona",04,08,2011,112th Congress
14.1,"Congressional District 1 (112th Congress), Arkansas",05,01,2011,112th Congress
26.2,"Congressional District 2 (112th Congress), Arkansas",05,02,2011,112th Congress
22.0,"Congressional District 3 (112th Congress), Arkansas",05,03,2011,112th Congress
15.1,"Congressional District 4 (112th Congress), Arkansas",05,04,2011,112th Congress
28.8,"Congressional District 1 (112th Congress), California",06,01,2011,112th Congress
20.3,"Congressional District 2 (112th Congress), California",06,02,2011,112th Congress
29.0,"Congressional District 3 (112th Congress), California",06,03,2011,112th Congress
29.9,"Congressional District 4 (112th Congress), California",06,04,2011,112th Congress
25.0,"Congressional District 5 (112th Congress), California",06,05,2011,112th Congress
40.6,"Congressional District 6 (112th Congress), California",06,06,2011,112th Congress
25.4,"Congressional District 7 (112th Congress), California",06,07,2011,112th Congress
50.4,"Congressional District 8 (112th Congress), California",06,08,2011,112th Congress
43.6,"Congressional District 9 (112th Congress), California",06,09,2011,112th Congress
40.0,"Congressional District 10 (112th Congress), California",06,10,2011,112th Congress
32.5,"Congressional District 11 (112th Congress), California",06,11,2011,112th Congress
46.0,"Congressional District 12 (112th Congress), California",06,12,2011,112th Congress
36.9,"Congressional District 13 (112th Congress), California",06,13,2011,112th Congress
57.3,"Congressional District 14 (112th Congress), California",06,14,2011,112th Congress
47.0,"Congressional District 15 (112th Congress), California",06,15,2011,112th Congress
32.3,"Congressional District 16 (112th Congress), California",06,16,2011,112th Congress
26.6,"Congressional District 17 (112th Congress), California",06,17,2011,112th Congress
10.8,"Congressional District 18 (112th Congress), California",06,18,2011,112th Congress
21.3,"Congressional District 19 (112th Congress), California",06,19,2011,112th Congress
7.7,"Congressional District 20 (112th Congress), California",06,20,2011,112th Congress
17.7,"Congressional District 21 (112th Congress), California",06,21,2011,112th Congress
20.3,"Congressional District 22 (112th Congress), California",06,22,2011,112th Congress
28.1,"Congressional District 23 (112th Congress), California",06,23,2011,112th Congress
34.5,"Congressional District 24 (112th Congress), California",06,24,2011,112th Congress
21.3,"Congressional District 25 (112th Congress), California",06,25,2011,112th Congress
37.3,"Congressional District 26 (112th Congress), California",06,26,2011,112th Congress
30.0,"Congressional District 27 (112th Congress), California",06,27,2011,112th Congress
27.4,"Congressional District 28 (112th Congress), California",06,28,2011,112th Congress
38.7,"Congressional District 29 (112th Congress), California",06,29,2011,112th Congress
60.0,"Congressional District 30 (112th Congress), California",06,30,2011,112th Congress
20.2,"Congressional District 31 (112th Congress), California",06,31,2011,112th Congress
17.3,"Congressional District 32 (112th Congress), California",06,32,2011,112th Congress
33.1,"Congressional District 33 (112th Congress), California",06,33,2011,112th Congress
11.9,"Congressional District 34 (112th Congress), California",06,34,2011,112th Congress
17.4,"Congressional District 35 (112th Congress), California",06,35,2011,112th Congress
43.4,"Congressional District 36 (112th Congress), California",06,36,2011,112th Congress
19.7,"Congressional District 37 (112th Congress), California",06,37,2011,112th Congress
15.4,"Congressional District 38 (112th Congress), California",06,38,2011,112th Congress
16.9,"Congressional District 39 (112th Congress), California",06,39,2011,112th Congress
31.3,"Congressional District 40 (112th Congress), California",06,40,2011,112th Congress
20.4,"Congressional District 41 (112th Congress), California",06,41,2011,112th Congress
39.4,"Congressional District 42 (112th Congress), California",06,42,2011,112th Congress
11.3,"Congressional District 43 (112th Congress), California",06,43,2011,112th Congress
26.2,"Congressional District 44 (112th Congress), California",06,44,2011,112th Congress
21.1,"Congressional District 45 (112th Congress), California",06,45,2011,112th Congress
40.6,"Congressional District 46 (112th Congress), California",06,46,2011,112th Congress
13.7,"Congressional District 47 (112th Congress), California",06,47,2011,112th Congress
52.9,"Congressional District 48 (112th Congress), California",06,48,2011,112th Congress
22.5,"Congressional District 49 (112th Congress), California",06,49,2011,112th Congress
45.5,"Congressional District 50 (112th Congress), California",06,50,2011,112th Congress
18.6,"Congressional District 51 (112th Congress), California",06,51,2011,112th Congress
32.5,"Congressional District 52 (112th Congress), California",06,52,2011,112th Congress
39.3,"Congressional District 53 (112th Congress), California",06,53,2011,112th Congress
40.9,"Congressional District 1 (112th Congress), Colorado",08,01,2011,112th Congress
42.2,"Congressional District 2 (112th Congress), Colorado",08,02,2011,112th Congress
27.0,"Congressional District 3 (112th Congress), Colorado",08,03,2011,112th Congress
32.2,"Congressional District 4 (112th Congress), Colorado",08,04,2011,112th Congress
33.3,"Congressional District 5 (112th Congress), Colorado",08,05,2011,112th Congress
48.8,"Congressional District 6 (112th Congress), Colorado",08,06,2011,112th Congress
28.0,"Congressional District 7 (112th Congress), Colorado",08,07,2011,112th Congress
32.9,"Congressional District 1 (112th Congress), Connecticut",09,01,2011,112th Congress
33.0,"Congressional District 2 (112th Congress), Connecticut",09,02,2011,112th Congress
32.7,"Congressional District 3 (112th Congress), Connecticut",09,03,2011,112th Congress
46.5,"Congressional District 4 (112th Congress), Connecticut",09,04,2011,112th Congress
33.8,"Congressional District 5 (112th Congress), Connecticut",09,05,2011,112th Congress
