,state,district,repcandidate,demcandidate,rep_score,rep_incumbent,dem_incumbent,state_fips,minority_percentage,pres_approval,same_as_pres_party_rep,same_as_pres_party_dem,log_med_income,year,dem_percent,dem_is_female,rep_is_female,rep_primary_percent,dem_primary_percent,labor_force
1556,Florida,16,"Rooney, Tom","Horn, Jim",0.6689,True,False,12,,0.47,False,True,10.678675443432283,2010,,False,False,1.0,0.6775,75.8
1557,Florida,18,"Ros-Lehtinen, Ileana","Banciella, Rolando A.",0.6889,True,False,12,,0.47,False,True,10.540672662176004,2010,0.34105822700000005,False,True,1.0,1.0,73.23158000000001
1558,Florida,19,"Budd, Joe","Deutch, Ted",0.3734,False,True,12,,0.47,False,True,10.756177989667314,2010,,False,False,1.0,1.0,72.12380999999999
1559,Florida,7,"Mica, John L.","Beaven, Heather",0.6903,True,False,12,,0.47,False,True,10.786035340845325,2010,0.36495398799999995,True,False,1.0,1.0,72.4
1560,Kansas,3,"Yoder, Kevin","Moore, Stephene",0.6017,False,False,20,,0.42,False,True,11.010514339805257,2010,0.288050615,True,False,,,
1561,Rhode Island,2,"Zaccaria, Mark S.","Langevin, James R.",0.34659999999999996,False,True,44,,0.56,False,True,10.903935592417007,2010,,False,False,0.5487,0.5743,77.6
1562,Texas,25,"Campbell, Donna","Doggett, Lloyd",0.45909999999999995,False,True,48,,0.47,False,True,10.76248809718272,2010,,False,True,0.6944,1.0,77.4
1563,Texas,19,"Neugebauer, Randy","Wilson, Andy",0.8031999999999999,True,False,48,,0.47,False,True,10.62227811307605,2010,,False,False,1.0,1.0,77.2
1564,Indiana,1,"Leyva, Mark J.","Visclosky, Peter J.",0.3975,False,True,18,,0.45,False,True,10.770861112175668,2010,0.531609639,False,False,0.2466,1.0,74.5
1565,Indiana,2,"Walorski, Jackie","Donnelly, Joseph S.",0.493,False,True,18,,0.45,False,True,10.60549536152827,2010,0.530997238,False,True,0.6083,1.0,71.21053
1566,Indiana,3,"Stutzman, Marlin A.","Hayhurst, Thomas E.",0.6547,False,False,18,,0.45,False,True,10.762085610231633,2010,,False,False,,,
1567,Indiana,4,"Rokita, Todd","Sanders, David Avram",0.7229000000000001,False,False,18,,0.45,False,True,10.841246191025524,2010,0.627310749,,,0.4236,0.5155,
1568,Indiana,5,"Burton, Dan","Crawford, Tim",0.7099,True,False,18,,0.45,False,True,10.940933405966751,2010,0.627385369,,,0.2967,0.6088,64.7
1569,Indiana,6,"Pence, Mike","Welsh, Barry A.",0.6899,True,False,18,,0.45,False,True,10.624006679891924,2010,0.613187705,,,1.0,0.6295000000000001,65.2
1570,Indiana,7,"Scott, Marvin B.","Carson, Andre D.",0.391,False,True,18,,0.45,False,True,10.438195704765366,2010,0.445192308,,,0.4434,0.8905,66.9
1571,Indiana,8,"Bucshon, Larry D.","Vanhaaften, W. Trent",0.6059,False,False,18,,0.45,False,,10.665297550121043,2010,0.49639651700000004,,,0.3274,1.0,
1572,Indiana,9,"Young, Todd","Hill, Baron P.",0.5532,False,True,18,,0.45,False,True,10.652873279543263,2010,0.564570593,,,0.3457,0.6958,66.9
1573,Michigan,2,"Huizenga, Bill","Johnson, Fred",0.6736,False,False,26,,0.51,False,True,10.703851025734117,2010,0.612922173,False,False,0.254,0.5993999999999999,
1574,Michigan,3,"Amash, Justin","Miles, Pat",0.6143,False,False,26,,0.51,False,True,10.770882114622454,2010,,True,False,0.4035,0.6853,
1575,Michigan,4,"Camp, Dave","Campbell, Jerry",0.6845,True,False,26,,0.51,False,True,10.633352316031235,2010,,False,False,1.0,1.0,76.42381
1576,Michigan,5,"Kupiec, John","Kildee, Dale E.",0.45530000000000004,False,True,26,,0.51,False,True,10.55828364171215,2010,,False,,0.5569,0.7843000000000001,76.5
1577,Michigan,6,"Upton, Fred","Cooney, Don",0.6486,True,False,26,,0.51,False,True,10.657753350523642,2010,0.456576305,False,False,0.5711999999999999,1.0,76.4
1578,Michigan,7,"Walberg, Timothy","Schauer, Mark H.",0.525,False,True,26,,0.51,False,True,10.749484567190283,2010,0.47808619399999996,False,False,0.5747,1.0,75.8
1579,Michigan,8,"Rogers, Mike","Enderle, Lance",0.6512,True,False,26,,0.51,False,False,10.90270298898443,2010,,False,False,0.9998,,78.7
1580,Michigan,9,"Raczkowski, Rocky","Peters, Gary C.",0.4869,False,True,26,,0.51,False,True,11.03646906128378,2010,,False,False,0.41969999999999996,1.0,76.7
1581,Michigan,10,"Miller, Candice S.","Yanez, Henry",0.742,True,False,26,,0.51,False,True,10.849084627602258,2010,,False,True,1.0,1.0,74.6
1582,Michigan,11,"McCotter, Thaddeus","Mosher, Natalie",0.6063000000000001,True,False,26,,0.51,False,True,10.97078115794681,2010,,True,False,1.0,1.0,72.8
1583,Michigan,12,"Volaric, Don","Levin, Sander M.",0.3641,False,True,26,,0.51,False,True,10.678928750822154,2010,,False,False,1.0,0.7602,70.9
1584,Michigan,13,"Hauler, John","Clarke, Hansen",0.1887,False,False,26,,0.51,False,True,10.286809295958603,2010,,False,False,1.0,0.4732,71.77368
1585,Michigan,14,"Ukrainec, Don","Conyers, John Jr.",0.20559999999999998,False,True,26,,0.51,False,True,10.366781220256765,2010,,,False,0.5543,1.0,71.9381
1586,Michigan,15,"Steele, Rob","Dingell, John D. Jr.",0.41369999999999996,False,True,26,,0.51,False,True,10.366781220256765,2010,,False,False,0.5075999999999999,1.0,72.6
1587,Texas,20,"Trotter, Clayton","Gonzalez, Charlie",0.3513,False,True,48,,0.47,False,,10.567694989198365,2010,,False,False,0.3246,1.0,78.0
1588,Texas,21,"Smith, Lamar","Melnick, Lainey",0.7119,True,False,48,,0.47,False,True,10.973854675763935,2010,,True,False,0.8138,1.0,76.9
1589,Texas,22,"Olson, Pete","Rogers, Kesha",0.6936,True,False,48,,0.47,False,True,11.115369000930105,2010,,True,False,1.0,0.5229,74.8
1590,Tennessee,1,"Roe, Phil","Clark, Michael Edward",0.8253,True,False,47,,0.41,False,True,10.480802917570951,2010,0.407785059,False,False,,,78.6
1591,Tennessee,2,"Duncan, John J. Jr.","Hancock, Dave",0.8481000000000001,True,False,47,,0.41,False,True,10.647684247771764,2010,0.270710059,False,False,,,77.8
1592,Michigan,1,"Benishek, Dan","McDowell, Gary",0.5597,False,False,26,,0.51,False,True,10.565169865465496,2010,0.530001617,False,False,0.3814,1.0,
1593,Alabama,7,"Chamberlain, Don","Sewell, Terri A.",0.2752,False,False,1,,0.41,False,True,,2010,0.522854019,,,0.37579999999999997,0.368,
1594,Alabama,5,"Brooks, Mo","Raby, Steve",0.5794,False,False,1,,0.41,False,True,10.733261330627899,2010,0.369056549,,,0.5081,0.6167,71.37143
1595,California,4,"McClintock, Tom","Curtis, Clint",0.6609,False,False,6,,0.56,False,True,11.012528605444684,2010,0.534013145,False,False,0.7848,1.0,64.4
1596,North Carolina,3,"Jones, Walter B. Jr.","Rouse, Johnny G.",0.7362000000000001,True,False,37,,0.48,False,True,10.72304709545051,2010,,False,,0.7687999999999999,1.0,72.04762
1597,North Carolina,4,"Lawson, William B.J.","Price, David E.",0.42840000000000006,False,True,37,,0.48,False,True,11.059472121062107,2010,,False,False,0.45990000000000003,1.0,73.3
1598,North Carolina,5,"Foxx, Virginia Ann","Kennedy, Billy",0.6589,True,False,37,,0.48,False,True,10.616461869895815,2010,,False,True,0.7984,1.0,72.2
1599,North Carolina,6,"Coble, Howard","Turner, Sam",0.7521,True,False,37,,0.48,False,True,10.73726586283582,2010,,False,False,0.6347999999999999,1.0,72.5
1600,North Carolina,7,"Pantano, Ilario Gregory","McIntyre, Mike",0.4632,False,True,37,,0.48,False,True,10.600900621243124,2010,,False,False,0.5102,1.0,74.6
1601,North Carolina,8,"Johnson, Harold","Kissell, Larry",0.4517,False,True,37,,0.48,False,True,10.627551835730795,2010,,False,False,0.3307,0.627,73.8
1602,North Carolina,9,"Myrick, Sue","Doctor, Jeff",0.6897,True,False,37,,0.48,False,True,10.98666466270383,2010,,False,True,1.0,1.0,74.9
1603,North Carolina,10,"McHenry, Patrick T.","Gregory, Jeff",0.7118000000000001,True,False,37,,0.48,False,True,10.603163375058774,2010,0.308441558,False,False,0.6309,0.5091,75.2
1604,North Carolina,11,"Miller, Jeff","Shuler, Heath",0.45659999999999995,False,True,37,,0.48,False,True,10.587846227062993,2010,,False,False,0.4025,0.6137,74.0
1605,North Carolina,12,"Dority, Greg","Watt, Melvin",0.3483,False,True,37,,0.48,False,True,10.498635942213971,2010,,True,False,0.3432,1.0,75.89474
1606,North Carolina,13,"Randall, William","Miller, Ralph Bradley",0.445,False,True,37,,0.48,False,True,10.68889481152137,2010,,False,False,0.3259,1.0,77.34761999999999
1607,Ohio,17,"Graham, Jim","Ryan, Tim",0.3582,False,True,39,,0.49,False,True,10.738546536775496,2010,,False,False,0.7171,0.7875,68.74286
1608,Ohio,18,"Gibbs, Bob","Space, Zachary T.",0.5709000000000001,False,True,39,,0.49,False,True,10.738546536775496,2010,0.25203252,False,False,0.2094,1.0,66.8
1609,California,3,"Lungren, Dan","Bera, Ami",0.5368999999999999,True,False,6,,0.56,False,True,11.032515881090573,2010,0.595003484,True,False,1.0,1.0,66.1
1610,Alabama,3,"Rogers, Mike D.","Segrest, Steve",0.5948,True,False,1,,0.41,False,True,10.475934947858288,2010,0.456924713,False,False,1.0,1.0,68.9
1611,California,53,"Crimmins, Michael","Davis, Susan A.",0.3532,False,True,6,,0.56,False,True,,2010,0.5478353,,,0.3443,1.0,71.2
1612,West Virginia,1,"McKinley, David","Oliverio, Mike",0.504,False,False,54,,0.34,False,True,10.541624011313584,2010,0.576315311,False,False,0.3486,0.5590999999999999,79.1
1613,West Virginia,2,"Capito, Shelley Moore","Graf, Virginia Lynch",0.6975,True,False,54,,0.34,False,True,10.64354217367223,2010,0.522984612,True,True,1.0,1.0,76.81579
1614,West Virginia,3,"Maynard, Eliott E.","Rahall, Nick J. II",0.4396,False,True,54,,0.34,False,True,10.431819050431784,2010,0.550793745,False,False,0.3005,0.6751,75.70476
1615,California,2,"Herger, Wally","Reed, Jim",0.5715,True,False,6,,0.56,False,True,10.65133596386616,2010,0.491594728,False,False,0.6526000000000001,1.0,65.6
1616,California,1,"Hanks, Loren","Thompson, Mike",0.3308,False,True,6,,0.56,False,True,10.779018787936984,2010,0.704198421,False,False,0.6046,1.0,68.45714
1617,California,52,"Hunter, Duncan L.","Lutz, Ray",0.6631,True,False,6,,0.56,False,True,11.122413006714247,2010,0.5478353,,,0.9079,0.7126,73.0
1618,Montana,0,"Rehberg, Dennis","McDonald, Dennis",0.6409,True,False,30,,0.38,False,True,10.661157629111573,2010,0.297627758,False,False,0.7469,0.38420000000000004,68.5
1619,California,50,"Bilbray, Brian P.","Busby, Francine",0.5925,True,False,6,,0.56,False,True,11.16140862368912,2010,0.5478353,,,1.0,0.6607,74.58421
1620,California,49,"Issa, Darrell","Katz, Howard",0.6659999999999999,True,False,6,,0.56,False,True,10.957782160553112,2010,0.538857931,,,1.0,1.0,76.3
1621,California,48,"Campbell, John","Krom, Beth",0.6219,True,False,6,,0.56,False,True,11.315047532778493,2010,0.48054726299999995,,,1.0,1.0,75.6
1622,California,47,"Tran, Van","Sanchez, Loretta",0.4257,False,True,6,,0.56,False,True,10.852187389608225,2010,0.48054726299999995,,,0.5463,1.0,73.1
1623,Alabama,2,"Roby, Martha","Bright, Bobby",0.5109,False,True,1,,0.41,False,True,10.61071020720062,2010,0.407023755,False,True,0.4855,1.0,69.9
1624,Texas,23,"Canseco, Francisco","Rodriguez, Ciro D.",0.5264,False,True,48,,0.47,False,True,10.764899622900293,2010,,False,False,0.32159999999999994,0.8338,76.11579
1625,Texas,26,"Burgess, Michael C.","Durrance, Neil L.",0.6859999999999999,True,False,48,,0.47,False,True,11.021215958396468,2010,,False,False,0.8581,1.0,76.4
1626,North Carolina,1,"Woolard, Ashley","Butterfield, George K.",0.4069,False,True,37,,0.48,False,True,10.38498734692029,2010,,False,True,0.4524,0.7293000000000001,69.6
1627,Texas,27,"Farenthold, R. Blake","Ortiz, Solomon P.",0.5038,False,True,48,,0.47,False,True,10.51759152575562,2010,,False,False,0.3013,1.0,77.8
1628,Georgia,10,"Broun, Paul","Edwards, Russell",0.6736,True,False,13,,0.47,False,True,10.63393051783977,2010,,,,,1.0,77.2
1629,Georgia,8,"Scott, Austin","Marshall, Jim",0.527,False,True,13,,0.47,False,True,10.616584408403694,2010,,,,,1.0,73.6
1630,Georgia,7,"Woodall, Rob","Heckman, Doug",0.6707,False,False,13,,0.47,False,True,11.011951157254613,2010,,,,,1.0,
1631,Georgia,5,"Little, Fenn","Lewis, John",0.26280000000000003,False,True,13,,0.47,False,True,10.689715156112085,2010,,False,False,,1.0,75.4
1632,Georgia,4,"Carter, Lisbeth","Johnson, Henry C.",0.25329999999999997,False,True,13,,0.47,False,True,10.679020846694021,2010,,False,True,,0.5518,75.0
1633,Georgia,3,"Westmoreland, Lynn A.","Saunders, Frank",0.6948000000000001,True,False,13,,0.47,False,True,10.877480994538573,2010,,False,True,,1.0,74.98571
1634,Georgia,2,"Keown, Mike","Bishop, Sanford",0.48560000000000003,False,True,13,,0.47,False,True,10.353543543972167,2010,,False,False,,1.0,74.97895
1635,Georgia,1,"Kingston, Jack","Harris, Oscar L. II",0.7162999999999999,True,False,13,,0.47,False,True,10.621302955145095,2010,,False,False,,1.0,75.0
1636,Oregon,3,"Lopez, Delia","Blumenauer, Earl",0.2596,False,True,41,,0.51,False,True,10.793968047510466,2010,,False,True,0.9765,0.9123,68.8
1637,Oregon,4,"Robinson, Art","DeFazio, Peter A.",0.4443,False,True,41,,0.51,False,False,10.592501201814466,2010,,False,False,,,70.2
1638,Oregon,4,"Robinson, Art","DeFazio, Peter A.",0.4443,False,True,41,,0.51,False,False,10.592501201814466,2010,,False,False,,,70.2
1639,Oregon,5,"Bruun, Scott","Schrader, Kurt",0.4728,False,True,41,,0.51,False,True,10.812330619275127,2010,,False,False,,0.9838,68.7
1640,Oregon,5,"Bruun, Scott","Schrader, Kurt",0.4728,False,True,41,,0.51,False,True,10.812330619275127,2010,,False,False,,0.9838,68.7
1641,Pennsylvania,19,"Platts, Todd R.","Sanders, Ryan S.",0.7552,True,False,42,,0.48,False,True,,2010,,,,0.6999,1.0,77.0
1642,Pennsylvania,18,"Murphy, Timothy","Connolly, Dan",0.6733,True,False,42,,0.48,False,True,10.942119803265639,2010,0.601010101,,,1.0,1.0,76.3
1643,Pennsylvania,17,"Argall, Dave","Holden, Tim",0.445,False,True,42,,0.48,False,True,10.83561226271281,2010,,,,0.3233,0.6527,77.4
1644,Pennsylvania,16,"Pitts, Joseph R.","Herr, Lois K.",0.6539,True,False,42,,0.48,False,True,10.87602628394887,2010,,,,1.0,1.0,77.43333
1645,Pennsylvania,15,"Dent, Charlie W.","Callahan, John B.",0.5786,True,False,42,,0.48,False,True,10.916886846155988,2010,,,,0.8292,1.0,77.93684
1646,Pennsylvania,14,"Haluszczak, Melissa","Doyle, Mike",0.29059999999999997,False,True,42,,0.48,False,True,10.49360483277653,2010,,,,1.0,1.0,78.4
1647,Pennsylvania,13,"Adcock, Carson Dee","Schwartz, Allyson Y.",0.4366,False,True,42,,0.48,False,True,10.982866052088939,2010,,,,0.47979999999999995,1.0,78.6
1648,Pennsylvania,12,"Burns, Tim","Critz, Mark S.",0.49219999999999997,False,True,42,,0.48,False,True,10.560515206289688,2010,0.601010101,,,0.5696,0.7145999999999999,68.0
1649,Pennsylvania,11,"Barletta, Lou","Kanjorski, Paul E.",0.547,False,True,42,,0.48,False,True,10.681917533624532,2010,,,,1.0,0.4936,69.8
1650,Pennsylvania,10,"Marino, Thomas A.","Carney, Christopher",0.5518,False,True,42,,0.48,False,True,10.70737077469074,2010,,,,0.4096,1.0,66.8
1651,Pennsylvania,9,"Shuster, Bill","Conners, Tom",0.7306,True,False,42,,0.48,False,True,10.71641577141513,2010,,,,1.0,,65.6
1652,Pennsylvania,8,"Fitzpatrick, Michael G.","Murphy, Patrick J.",0.5352,False,False,42,,0.48,False,True,11.156364800215668,2010,,,,0.7675,1.0,68.9
1653,Pennsylvania,7,"Meehan, Patrick","Lentz, Bryan",0.5554,False,False,42,,0.48,False,True,11.143816393822718,2010,,,,1.0,1.0,
1654,Pennsylvania,6,"Gerlach, James W.","Trivedi, Manan",0.5710000000000001,True,False,42,,0.48,False,True,11.145074010155344,2010,,,,0.7981,0.5084000000000001,70.41905
1655,Pennsylvania,5,"Thompson, Glenn","Pipe, Michael",0.7087,True,False,42,,0.48,False,True,10.614720200642457,2010,,,,1.0,1.0,74.32632
1656,Pennsylvania,4,"Rothfus, Keith","Altmire, Jason",0.4919,False,True,42,,0.48,False,True,10.9073861501318,2010,,,,0.6640999999999999,1.0,77.8
1657,Pennsylvania,3,"Kelly, Mike","Dahlkemper, Kathleen A.",0.5572,False,True,42,,0.48,False,True,10.66052460640712,2010,,,,0.2811,0.7323999999999999,79.8
1658,Pennsylvania,2,"Hellberg, Rick","Fattah, Chaka",0.107,False,True,42,,0.48,False,True,10.449062368628937,2010,,,,1.0,1.0,71.9
1659,Georgia,12,"McKinney, Ray","Barrow, John",0.4341,False,True,13,,,,True,,2010,,,,,0.5787,75.21579
1660,Georgia,13,"Crane, Mike","Scott, David",0.3057,False,True,13,,0.47,False,True,,2010,,,,,0.7612000000000001,74.46667
1661,Kentucky,1,"Whitfield, Edward","Hatchett, Charles Kendall",0.7125,True,False,21,,0.4,False,True,10.51194792492888,2010,0.25671959899999997,False,False,1.0,1.0,75.82105
1662,Tennessee,4,"DesJarlais, Scott","Davis, Lincoln",0.5968,False,True,47,,0.41,False,True,10.499600568082863,2010,0.420383971,False,False,,,75.49048
1663,Texas,28,"Underwood, Bryan","Cuellar, Henry",0.4268,False,True,48,,0.47,False,True,10.592601610981907,2010,,False,False,0.7399,1.0,78.8
1664,Texas,29,"Morales, Roy","Green, Gene",0.3454,False,True,48,,0.47,False,True,10.4955428715348,2010,,False,False,0.5836,1.0,79.1
1665,Texas,30,"Broden, Stephen E.","Johnson, Eddie Bernice",0.2223,False,True,48,,0.47,False,True,10.536566206629955,2010,,False,False,0.49520000000000003,1.0,79.6
1666,Texas,32,"Sessions, Pete","Raggio, Grier",0.6422,True,False,48,,0.47,False,True,10.818156970791383,2010,,True,False,0.8371,1.0,76.5
1667,Wisconsin,1,"Ryan, Paul D.","Heckenlively, John",0.6938,True,False,55,,0.48,False,True,10.918083973194406,2010,,False,False,0.9969,0.9968,75.3
1668,Wisconsin,2,"Lee, Chad","Baldwin, Tammy",0.38189999999999996,False,True,55,,0.48,False,True,10.90041773707303,2010,,True,False,0.5213,0.998,74.1
1669,Wisconsin,3,"Kapanke, Dan","Kind, Ron",0.4804,False,True,55,,0.48,False,True,10.750813983943747,2010,,False,False,0.7694,0.9979,74.8
1670,Wisconsin,4,"Sebring, Dan","Moore, Gwendolynne S.",0.30010000000000003,False,True,55,,0.48,False,True,10.438166412324279,2010,,True,False,0.5553,0.8362999999999999,73.9
1671,Wisconsin,5,"Sensenbrenner, F. James Jr.","Kolosso, Todd P.",0.7170000000000001,True,False,55,,0.48,False,True,11.080125130642005,2010,,False,False,0.9956,0.9972,74.3
1672,Wisconsin,6,"Petri, Thomas E.","Kallas, Joseph C.",0.7071,True,False,55,,0.48,False,True,10.799555168721248,2010,,False,False,0.9964,0.9982,74.9
1673,Wisconsin,7,"Duffy, Sean","Lassa, Julie M.",0.5398,False,False,55,,0.48,False,True,10.68260598601082,2010,,True,False,0.6604000000000001,0.8527,
1674,Wisconsin,8,"Ribble, Reid J.","Kagen, Steven L.",0.5483,False,True,55,,0.48,False,True,10.767832145387093,2010,,False,False,0.47950000000000004,0.9981,75.61053000000001
1675,Tennessee,3,"Fleischmann, Chuck","Wolfe, John",0.6697,False,False,47,,0.41,False,True,10.612015835134375,2010,0.44230242799999997,,False,,,
1676,Tennessee,5,"Hall, David","Cooper, Jim",0.428,False,True,47,,0.41,False,True,10.705197615699028,2010,0.329582488,False,False,,,74.3
1677,Kentucky,2,"Guthrie, Brett","Marksberry, Ed",0.6789000000000001,True,False,21,,0.4,False,True,10.632460266065506,2010,0.36175190399999996,False,False,1.0,1.0,73.17143
1678,Tennessee,6,"Black, Diane","Carter, Brett",0.696,False,False,47,,0.41,False,True,10.685377942930462,2010,0.304510605,False,True,,,
1679,Tennessee,7,"Blackburn, Marsha","Rabidoux, Greg",0.7452,True,False,47,,0.41,False,True,10.97255087224768,2010,0.318479009,False,True,,,73.9
1680,Tennessee,8,"Fincher, Stephen Lee","Herron, Roy",0.6032,False,False,47,,0.41,False,True,10.530147648073713,2010,0.241922892,False,False,,,
1681,Tennessee,9,"Bergmann, Charlotte","Cohen, Stephen I.",0.2534,False,True,47,,0.41,False,True,10.532309522539515,2010,0.277493188,False,True,,,76.3
1682,Utah,3,"Chaffetz, Jason","Hyer, Karen",0.7592,True,False,49,,0.34,False,True,10.923759849752987,2010,,True,False,,,75.4
1683,Utah,2,"Philpot, Morgan","Matheson, Jim",0.4771,False,True,49,,0.34,False,True,10.906212828397074,2010,0.709775967,False,True,,0.6726000000000001,74.8
1684,Utah,1,"Bishop, Robert","Bowen, Morgan",0.7431,True,False,49,,0.34,False,True,10.900878893846832,2010,,True,False,,,75.4381
1685,Oregon,1,"Cornilles, Rob","Wu, David",0.4338,False,True,41,,0.51,False,True,10.91188333326566,2010,0.476646556,False,False,0.4107,0.8092,66.66842
1686,Oregon,2,"Walden, Greg","Segers, Joyce B.",0.7408,True,False,41,,0.51,False,True,10.628666203926738,2010,0.388812779,True,False,0.9892,0.9748,68.00952
1687,Kentucky,6,"Barr, Garland","Chandler, Ben",0.4986,False,True,21,,0.4,False,True,10.667465913856665,2010,0.428511606,False,False,0.6393,1.0,69.6
1688,Kentucky,5,"Rogers, Harold","Holbert, James E.",0.7742,True,False,21,,0.4,False,True,10.254531673102404,2010,0.321213707,False,False,1.0,0.41,71.4
1689,Kentucky,4,"Davis, Geoff","Waltz, John",0.6948000000000001,True,False,21,,0.4,False,True,10.751649325357784,2010,0.175894988,False,False,1.0,1.0,71.4
1690,Kentucky,3,"Lally, Todd","Yarmuth, John",0.4459,False,True,21,,0.4,False,True,10.654832883999834,2010,0.364627434,False,False,0.519,1.0,70.9
1691,North Carolina,2,"Ellmers, Renee","Etheridge, Bob",0.504,False,True,37,,0.48,False,True,10.62699418560542,2010,,False,True,0.5511,1.0,70.86842
1692,California,51,"Popaditch, Nick","Filner, Bob",0.3995,False,True,6,,0.56,False,True,10.826078396958764,2010,0.5498341760000001,,,1.0,1.0,73.08095
1693,Alaska,0,"Young, Don","Crawford, Harry T.",0.6931999999999999,True,False,2,,0.38,False,True,11.075598103713281,2010,,False,False,0.7034999999999999,1.0,73.2
1694,Missouri,3,"Martin, Ed","Carnahan, Russ",0.488,False,True,29,,0.41,False,True,10.79687806452395,2010,0.422036399,False,False,0.6339,0.8014,71.37368000000001
1695,New York,10,"Muniz, Diana","Towns, Edolphus",0.0721,False,True,36,,0.57,False,True,10.635903522016774,2010,,False,True,1.0,0.691,80.5
1696,New York,11,"Carr, Hugh C.","Clarke, Yvette D.",0.0943,False,True,36,,0.57,False,False,10.715972115684695,2010,,True,False,1.0,1.0,78.8
1697,New York,11,"Carr, Hugh C.","Clarke, Yvette D.",0.0943,False,True,36,,0.57,False,False,10.715972115684695,2010,,True,False,1.0,1.0,78.8
1698,New York,11,"Carr, Hugh C.","Clarke, Yvette D.",0.0943,False,True,36,,0.57,False,False,10.715972115684695,2010,,True,False,1.0,1.0,78.8
1699,New York,13,"Grimm, Michael G.","McMahon, Michael E.",0.5169,False,True,36,,0.57,False,False,11.009489139636091,2010,0.507142101,False,False,0.6822,1.0,73.30476
1700,New York,13,"Grimm, Michael G.","McMahon, Michael E.",0.5169,False,True,36,,0.57,False,False,11.009489139636091,2010,0.507142101,False,False,0.6822,1.0,73.30476
1701,New York,13,"Grimm, Michael G.","McMahon, Michael E.",0.5169,False,True,36,,0.57,False,False,11.009489139636091,2010,0.507142101,False,False,0.6822,1.0,73.30476
1702,New York,14,"Brumberg, David Ryan","Maloney, Carolyn B.",0.23,False,True,36,,0.57,False,False,11.22987266090211,2010,,True,False,0.6248,0.8277,71.2
1703,New York,14,"Brumberg, David Ryan","Maloney, Carolyn B.",0.23,False,True,36,,0.57,False,False,11.22987266090211,2010,,True,False,0.6248,0.8277,71.2
1704,New York,14,"Brumberg, David Ryan","Maloney, Carolyn B.",0.23,False,True,36,,0.57,False,False,11.22987266090211,2010,,True,False,0.6248,0.8277,71.2
1705,New York,15,"Faulkner, Michel J.","Rangel, Charles B.",0.11410000000000001,False,True,36,,0.57,False,False,10.590239326007213,2010,,False,False,1.0,0.5111,71.1
1706,New York,15,"Faulkner, Michel J.","Rangel, Charles B.",0.11410000000000001,False,True,36,,0.57,False,False,10.590239326007213,2010,,False,False,1.0,0.5111,71.1
1707,New York,15,"Faulkner, Michel J.","Rangel, Charles B.",0.11410000000000001,False,True,36,,0.57,False,False,10.590239326007213,2010,,False,False,1.0,0.5111,71.1
1708,New York,16,"Della Valle, Frank","Serrano, Jose E.",0.042800000000000005,False,True,36,,0.57,False,False,10.076305761898272,2010,,False,,1.0,1.0,69.5
1709,New York,16,"Della Valle, Frank","Serrano, Jose E.",0.042800000000000005,False,True,36,,0.57,False,False,10.076305761898272,2010,,False,,1.0,1.0,69.5
1710,New York,16,"Della Valle, Frank","Serrano, Jose E.",0.042800000000000005,False,True,36,,0.57,False,False,10.076305761898272,2010,,False,,1.0,1.0,69.5
1711,New York,17,"Mele, Anthony","Engel, Eliot L.",0.23809999999999998,False,True,36,,0.57,False,False,10.890665360757932,2010,,False,False,0.5107,1.0,70.2
1712,New York,17,"Mele, Anthony","Engel, Eliot L.",0.23809999999999998,False,True,36,,0.57,False,False,10.890665360757932,2010,,False,False,0.5107,1.0,70.2
1713,New York,17,"Mele, Anthony","Engel, Eliot L.",0.23809999999999998,False,True,36,,0.57,False,False,10.890665360757932,2010,,False,False,0.5107,1.0,70.2
1714,New York,18,"Russell, Jim","Lowey, Nita M.",0.3785,False,True,36,,0.57,False,False,11.345772284488143,2010,,True,False,1.0,1.0,72.0
1715,New York,18,"Russell, Jim","Lowey, Nita M.",0.3785,False,True,36,,0.57,False,False,11.345772284488143,2010,,True,False,1.0,1.0,72.0
1716,New York,18,"Russell, Jim","Lowey, Nita M.",0.3785,False,True,36,,0.57,False,False,11.345772284488143,2010,,True,False,1.0,1.0,72.0
1717,New York,18,"Russell, Jim","Lowey, Nita M.",0.3785,False,True,36,,0.57,False,False,11.345772284488143,2010,,True,False,1.0,1.0,72.0
1718,New York,19,"Hayworth, Nan","Hall, John",0.5268,False,True,36,,0.57,False,False,11.263437938316416,2010,0.7264464820000001,False,True,0.6934,1.0,73.3
1719,New York,19,"Hayworth, Nan","Hall, John",0.5268,False,True,36,,0.57,False,False,11.263437938316416,2010,0.7264464820000001,False,True,0.6934,1.0,73.3
1720,New York,19,"Hayworth, Nan","Hall, John",0.5268,False,True,36,,0.57,False,False,11.263437938316416,2010,0.7264464820000001,False,True,0.6934,1.0,73.3
1721,New York,20,"Gibson, Christopher P.","Murphy, Scott",0.5487,False,True,36,,0.57,False,False,10.974368867465927,2010,0.588301229,False,False,1.0,1.0,79.5
1722,New York,20,"Gibson, Christopher P.","Murphy, Scott",0.5487,False,True,36,,0.57,False,False,10.974368867465927,2010,0.588301229,False,False,1.0,1.0,79.5
1723,New York,20,"Gibson, Christopher P.","Murphy, Scott",0.5487,False,True,36,,0.57,False,False,10.974368867465927,2010,0.588301229,False,False,1.0,1.0,79.5
1724,New York,20,"Gibson, Christopher P.","Murphy, Scott",0.5487,False,True,36,,0.57,False,False,10.974368867465927,2010,0.588301229,False,False,1.0,1.0,79.5
