district,year,full_name,ranks
MASSACHUSETTS 8,2016,William Burke,9
MASSACHUSETTS 8,2016,Stephen F. Lynch,33
MASSACHUSETTS 9,2016,Mark C. Alliegro,18
MASSACHUSETTS 9,2016,William R. Keating,9
MICHIGAN 1,2016,Jack Bergman,146
MICHIGAN 1,2016,Lon Johnson,500
MICHIGAN 2,2016,Bill Huizenga,9
MICHIGAN 2,2016,Dennis B. Murphy,59
MICHIGAN 3,2016,Justin Amash,38
MICHIGAN 3,2016,Douglas Smith,50
MICHIGAN 4,2016,John R. Moolenaar,6
MICHIGAN 4,2016,Debra Wirth,93
MICHIGAN 5,2016,Al Hardwick,126
MICHIGAN 5,2016,Daniel T. Kildee,12
MICHIGAN 6,2016,Fred Upton,500
MICHIGAN 6,2016,Paul Clements,27
MICHIGAN 7,2016,Tim Walberg,21
MICHIGAN 7,2016,Gretchen D. Driskell,500
MICHIGAN 8,2016,Mike Bishop,1
MICHIGAN 8,2016,Suzanna Shkreli,500
MICHIGAN 9,2016,Christopher R. Morse,2
MICHIGAN 9,2016,Sander M. Levin,500
MICHIGAN 10,2016,Paul Mitchell,27
MICHIGAN 10,2016,"Frank Accavitti, Jr.",65
MICHIGAN 11,2016,David A. Trott,4
MICHIGAN 11,2016,Anil Kumar,500
MICHIGAN 12,2016,Jeff Jones,192
MICHIGAN 12,2016,Debbie Dingell,61
MICHIGAN 13,2016,Jeff Gorman,192
MICHIGAN 13,2016,"John Conyers, Jr.",6
MICHIGAN 14,2016,Howard Klausner,188
MICHIGAN 14,2016,Brenda L. Lawrence,60
MINNESOTA 1,2016,Jim Hagedorn,5
MINNESOTA 1,2016,Timothy J. Walz,21
MINNESOTA 2,2016,Jason Lewis,3
MINNESOTA 2,2016,Angie Craig,193
MINNESOTA 3,2016,Erik Paulsen,87
MINNESOTA 3,2016,Terri E. Bonoff,148
MINNESOTA 4,2016,Greg Ryan,29
MINNESOTA 4,2016,Betty McCollum,500
MINNESOTA 5,2016,Frank Nelson Drake,65
MINNESOTA 5,2016,Keith Ellison,45
MINNESOTA 6,2016,Tom Emmer,20
MINNESOTA 6,2016,David Snyder,4
MINNESOTA 7,2016,Dave Hughes,4
MINNESOTA 7,2016,Collin C. Peterson,500
MINNESOTA 8,2016,Stewart Mills,500
MINNESOTA 8,2016,Richard M. Nolan,16
MISSISSIPPI 1,2016,Trent Kelly,500
MISSISSIPPI 1,2016,Jacob Owens,78
MISSISSIPPI 2,2016,John Bouie II,6
MISSISSIPPI 2,2016,Bennie G. Thompson,500
MISSISSIPPI 3,2016,Gregg Harper,500
MISSISSIPPI 3,2016,Dennis Quinn,59
MISSISSIPPI 4,2016,Steven M. Palazzo,19
MISSISSIPPI 4,2016,Mark Gladney,18
MISSOURI 1,2016,Steven G. Bailey,19
MISSOURI 1,2016,Wm. Lacy Clay,500
MISSOURI 2,2016,Ann Wagner,100
MISSOURI 2,2016,Bill Otto,9
MISSOURI 3,2016,Blaine Luetkemeyer,500
MISSOURI 3,2016,Kevin Miller,13
MISSOURI 4,2016,Vicky Hartzler,500
MISSOURI 4,2016,Gordon Christensen,500
MISSOURI 5,2016,Jacob Turk,78
MISSOURI 5,2016,Emanuel Cleaver,500
MISSOURI 6,2016,Sam Graves,64
MISSOURI 6,2016,David M. Blackwell,4
MISSOURI 7,2016,Billy Long,84
MISSOURI 7,2016,Genevieve “Gen” Williams,500
MISSOURI 8,2016,Jason Smith,3
MISSOURI 8,2016,Dave Cowell,4
MONTANA 1,2016,Ryan K. Zinke,25
MONTANA 1,2016,Denise Juneau,53
NEBRASKA 1,2016,Jeff Fortenberry,192
NEBRASKA 1,2016,Daniel M. Wik,12
NEBRASKA 2,2016,Don Bacon,42
NEBRASKA 2,2016,Brad Ashford,123
NEBRASKA 3,2016,Adrian Smith,143
NEVADA 1,2016,Mary Perry,15
NEVADA 1,2016,Dina Titus,500
NEVADA 2,2016,Mark E. Amodei,18
NEVADA 2,2016,H. D. “Chip” Evans,500
NEVADA 3,2016,Danny Tarkanian,95
NEVADA 3,2016,Jacky Rosen,500
NEVADA 4,2016,Cresent Hardy,500
NEVADA 4,2016,Ruben Kihuen,182
NEW HAMPSHIRE 1,2016,Frank C. Guinta,65
NEW HAMPSHIRE 1,2016,Carol Shea-Porter,130
NEW HAMPSHIRE 2,2016,Jim Lawrence,5
NEW HAMPSHIRE 2,2016,Ann M. Kuster,100
NEW JERSEY 1,2016,Bob Patterson,7
NEW JERSEY 1,2016,Donald Norcross,42
NEW JERSEY 2,2016,Frank A. LoBiondo,65
NEW JERSEY 2,2016,David H. Cole,4
NEW JERSEY 3,2016,Thomas MacArthur,20
NEW JERSEY 3,2016,Frederick John Lavergne,135
NEW JERSEY 4,2016,Christopher H. Smith,2
NEW JERSEY 4,2016,Lorna Phillipson,500
NEW JERSEY 5,2016,Scott Garrett,17
NEW JERSEY 5,2016,Joshua S. Gottheimer,24
NEW JERSEY 6,2016,Brent Sonnek-Schmelz,82
NEW JERSEY 6,2016,"Frank Pallone, Jr.",65
NEW JERSEY 7,2016,Leonard Lance,166
NEW JERSEY 7,2016,Peter Jacob,55
NEW JERSEY 8,2016,Agha Khan,500
NEW JERSEY 8,2016,Albio Sires,500
NEW JERSEY 9,2016,Hector L. Castillo,194
NEW JERSEY 9,2016,"Bill Pascrell, Jr.",9
NEW JERSEY 10,2016,David H. Pinckney,4
NEW JERSEY 10,2016,"Donald M. Payne, Jr.",42
NEW JERSEY 11,2016,Rodney P. Frelinghuysen,74
NEW JERSEY 11,2016,Joseph M. Wenzel,11
NEW JERSEY 12,2016,Steven J. Uccio,19
NEW JERSEY 12,2016,Bonnie Watson Coleman,171
NEW MEXICO 1,2016,Richard Gregory Priem,16
NEW MEXICO 1,2016,Michelle Lujan Grisham,4
NEW MEXICO 2,2016,Stevan Pearce,500
NEW MEXICO 2,2016,Merrie Lee Soules,500
NEW MEXICO 3,2016,Michael H. Romero,1
NEW MEXICO 3,2016,Ben Ray Luján,44
NEW YORK 1,2016,Lee M. Zeldin,131
NEW YORK 1,2016,Anna E. Throne-Holst,87
NEW YORK 2,2016,Peter T. King,55
NEW YORK 2,2016,DuWayne Gregory,500
NEW YORK 3,2016,Jack M. Martins,146
NEW YORK 3,2016,Thomas R. Suozzi,20
NEW YORK 4,2016,David H. Gurfein,4
NEW YORK 4,2016,Kathleen M. Rice,69
NEW YORK 5,2016,Michael A. O’Reilly,1
NEW YORK 5,2016,Gregory W. Meeks,29
NEW YORK 6,2016,Danniel S. Maio,500
NEW YORK 6,2016,Grace Meng,500
NEW YORK 7,2016,Allan E. Romaguera,500
NEW YORK 7,2016,Nydia M. Velázquez,500
NEW YORK 8,2016,Hakeem S. Jeffries,500
NEW YORK 9,2016,Yvette D. Clarke,500
NEW YORK 10,2016,Philip Rosenthal,90
NEW YORK 10,2016,Jerrold Nadler,500
NEW YORK 11,2016,"Daniel M. Donovan, Jr.",12
NEW YORK 11,2016,Richard A. Reichard,16
NEW YORK 12,2016,Robert Ardini,7
NEW YORK 12,2016,Carolyn B. Maloney,115
NEW YORK 13,2016,"Robert A. Evans, Jr.",7
NEW YORK 13,2016,Adriano Espaillat,500
NEW YORK 14,2016,Frank J. Spotorno,65
NEW YORK 14,2016,Joseph Crowley,11
NEW YORK 15,2016,Alejandro Vega,500
NEW YORK 15,2016,José E. Serrano,500
NEW YORK 16,2016,Eliot L. Engel,500
NEW YORK 17,2016,Nita M. Lowey,500
NEW YORK 18,2016,Phil Oliva,71
NEW YORK 18,2016,Sean Patrick Maloney,39
NEW YORK 19,2016,John J. Faso,6
NEW YORK 19,2016,Zephyr Teachout,500
NEW YORK 20,2016,Joe Vitollo,107
NEW YORK 20,2016,Paul Tonko,27
NEW YORK 21,2016,Elise M. Stefanik,500
NEW YORK 21,2016,Mike Derrick,1
NEW YORK 22,2016,Claudia Tenney,195
NEW YORK 22,2016,Kim A. Myers,141
NEW YORK 23,2016,Tom Reed,20
NEW YORK 23,2016,John F. Plumb,6
NEW YORK 24,2016,John Katko,6
NEW YORK 24,2016,Colleen Deacon,129
NEW YORK 25,2016,Mark W. Assini,18
NEW YORK 25,2016,Louise McIntosh Slaughter,500
NEW YORK 26,2016,Shelly Schratz,122
NEW YORK 26,2016,Brian Higgins,8
NEW YORK 27,2016,Chris Collins,109
NEW YORK 27,2016,Diana K. Kastenbaum,97
NORTH CAROLINA 1,2016,"H. Powell Dew, Jr.",500
NORTH CAROLINA 1,2016,G. K. Butterfield,500
NORTH CAROLINA 2,2016,George Holding,53
NORTH CAROLINA 2,2016,John P. McNeil,6
NORTH CAROLINA 3,2016,Walter B. Jones,105
NORTH CAROLINA 3,2016,Ernest T. Reeves,158
NORTH CAROLINA 4,2016,Sue Googe,500
NORTH CAROLINA 4,2016,David E. Price,4
NORTH CAROLINA 5,2016,Virginia Foxx,159
NORTH CAROLINA 5,2016,Josh Brannon,500
NORTH CAROLINA 6,2016,Mark Walker,18
NORTH CAROLINA 6,2016,Pete Glidewell,55
NORTH CAROLINA 7,2016,David Rouzer,4
NORTH CAROLINA 7,2016,J. Wesley Casteen,500
NORTH CAROLINA 8,2016,Richard Hudson,16
NORTH CAROLINA 8,2016,Thomas Mills,20
NORTH CAROLINA 9,2016,Robert Pittenger,7
NORTH CAROLINA 9,2016,Christian Cano,108
NORTH CAROLINA 10,2016,Patrick T. McHenry,37
NORTH CAROLINA 10,2016,Andy Millard,28
NORTH CAROLINA 11,2016,Mark Meadows,18
NORTH CAROLINA 11,2016,Rick Bryson,16
NORTH CAROLINA 12,2016,Leon Threatt,500
NORTH CAROLINA 12,2016,Alma S. Adams,500
NORTH CAROLINA 13,2016,Ted Budd,181
NORTH CAROLINA 13,2016,Bruce Davis,132
NORTH DAKOTA 1,2016,Kevin Cramer,13
NORTH DAKOTA 1,2016,Chase Iron Eyes,500
OHIO 1,2016,Steve Chabot,159
OHIO 1,2016,Michele Young,51
OHIO 2,2016,Brad R. Wenstrup,123
OHIO 2,2016,William R. Smith,9
OHIO 3,2016,John Adams,6
OHIO 3,2016,Joyce Beatty,500
OHIO 4,2016,Jim Jordan,5
OHIO 4,2016,Janet Garrett,125
OHIO 5,2016,Robert E. Latta,7
OHIO 5,2016,"James Neu, Jr.",5
OHIO 6,2016,Bill Johnson,9
OHIO 6,2016,Michael L. Lorentz,1
OHIO 7,2016,Bob Gibbs,7
OHIO 7,2016,Roy Rich,125
OHIO 8,2016,Warren Davidson,500
OHIO 8,2016,Steven Fought,19
OHIO 9,2016,Donald P. Larson,42
OHIO 9,2016,Marcy Kaptur,500
OHIO 10,2016,Michael R. Turner,1
OHIO 10,2016,Robert Klepinger,7
OHIO 11,2016,Beverly A. Goldstein,500
OHIO 11,2016,Marcia L. Fudge,500
OHIO 12,2016,Patrick J. Tiberi,37
OHIO 12,2016,Ed Albertson,40
OHIO 13,2016,Richard A. Morckel,16
OHIO 13,2016,Tim Ryan,21
OHIO 14,2016,David P. Joyce,4
OHIO 14,2016,Michael Wager,1
OHIO 15,2016,Steve Stivers,159
OHIO 15,2016,Scott Wharton,17
OHIO 16,2016,James B. Renacci,5
OHIO 16,2016,Keith Mundy,45
OKLAHOMA 1,2016,Jim Bridenstine,5
OKLAHOMA 2,2016,Markwayne Mullin,500
OKLAHOMA 2,2016,Joshua Harris-Till,24
OKLAHOMA 3,2016,Frank D. Lucas,65
OKLAHOMA 3,2016,Frankie Robbins,65
OKLAHOMA 4,2016,Tom Cole,20
OKLAHOMA 4,2016,Christina Owen,16
OKLAHOMA 5,2016,Steve Russell,159
OKLAHOMA 5,2016,Al McAffrey,126
OREGON 1,2016,Brian J. Heinrich,8
OREGON 1,2016,Suzanne Bonamici,107
OREGON 2,2016,Greg Walden,29
OREGON 2,2016,James “Jim” Crary,5
OREGON 3,2016,Earl Blumenauer,500
OREGON 4,2016,Art Robinson,500
OREGON 4,2016,Peter A. DeFazio,55
OREGON 5,2016,Colm Willis,500
OREGON 5,2016,Kurt Schrader,180
PENNSYLVANIA 1,2016,Deborah Williams,61
PENNSYLVANIA 1,2016,Robert A. Brady,7
PENNSYLVANIA 2,2016,James A. Jones,5
PENNSYLVANIA 2,2016,Dwight Evans,500
PENNSYLVANIA 3,2016,Mike Kelly,1
PENNSYLVANIA 4,2016,Scott Perry,17
PENNSYLVANIA 4,2016,Joshua Burkholder,24
PENNSYLVANIA 5,2016,Glenn Thompson,157
PENNSYLVANIA 5,2016,Kerith Strano Taylor,500
PENNSYLVANIA 6,2016,Ryan A. Costello,25
PENNSYLVANIA 6,2016,Mike Parrish,1
PENNSYLVANIA 7,2016,Patrick Meehan,37
PENNSYLVANIA 7,2016,Mary Ellen Balchunis,15
PENNSYLVANIA 8,2016,Brian Fitzpatrick,8
PENNSYLVANIA 8,2016,Steve Santarsiero,159
PENNSYLVANIA 9,2016,Bill Shuster,9
PENNSYLVANIA 9,2016,Art Halvorson,500
PENNSYLVANIA 10,2016,Tom Marino,20
PENNSYLVANIA 10,2016,Mike Molesevich,1
PENNSYLVANIA 11,2016,Lou Barletta,500
PENNSYLVANIA 11,2016,Mike Marsicano,1
PENNSYLVANIA 12,2016,Keith J. Rothfus,45
PENNSYLVANIA 12,2016,Erin R. McClelland,39
PENNSYLVANIA 13,2016,Brendan F. Boyle,500
PENNSYLVANIA 14,2016,Lenny McAllister,500
PENNSYLVANIA 14,2016,Michael F. Doyle,1
PENNSYLVANIA 15,2016,Charles W. Dent,23
PENNSYLVANIA 15,2016,Rick Daugherty,16
PENNSYLVANIA 16,2016,Lloyd K. Smucker,500
PENNSYLVANIA 16,2016,Christina Hartman,16
PENNSYLVANIA 17,2016,Matt Connolly,500
PENNSYLVANIA 17,2016,Matt Cartwright,500
PENNSYLVANIA 18,2016,Tim Murphy,21
RHODE ISLAND 1,2016,Harold Russell Taub,152
RHODE ISLAND 1,2016,David N. Cicilline,4
RHODE ISLAND 2,2016,Rhue R. Reis,500
RHODE ISLAND 2,2016,James R. Langevin,5
SOUTH CAROLINA 1,2016,Mark Sanford,18
SOUTH CAROLINA 1,2016,Dimitri Cherny,500
SOUTH CAROLINA 2,2016,Joe Wilson,107
SOUTH CAROLINA 2,2016,Arik Bjorn,500
SOUTH CAROLINA 3,2016,Jeff Duncan,192
SOUTH CAROLINA 3,2016,Hosea Cleveland,500
SOUTH CAROLINA 4,2016,Trey Gowdy,500
SOUTH CAROLINA 4,2016,Chris Fedalei,109
SOUTH CAROLINA 5,2016,Mick Mulvaney,500
SOUTH CAROLINA 5,2016,Fran Person,500
SOUTH CAROLINA 6,2016,Laura Sterling,20
SOUTH CAROLINA 6,2016,James E. Clyburn,5
SOUTH CAROLINA 7,2016,Tom Rice,20
SOUTH CAROLINA 7,2016,Mal Hyman,500
SOUTH DAKOTA 1,2016,Kristi L. Noem,108
SOUTH DAKOTA 1,2016,Paula Hawks,98
TENNESSEE 1,2016,David P. Roe,4
TENNESSEE 1,2016,Alan Bohms,110
TENNESSEE 2,2016,"John J. Duncan, Jr.",6
TENNESSEE 2,2016,Stuart Starr,500
TENNESSEE 3,2016,Charles J. “Chuck” Fleischmann,23
TENNESSEE 3,2016,Melody Shekari,500
TENNESSEE 4,2016,Scott DesJarlais,17
TENNESSEE 4,2016,Steven Reynolds,19
TENNESSEE 5,2016,Stacy Ries Snyder,38
TENNESSEE 5,2016,Jim Cooper,5
TENNESSEE 6,2016,Diane Black,123
TENNESSEE 6,2016,David W. Kent,4
TENNESSEE 7,2016,Marsha Blackburn,500
TENNESSEE 7,2016,Tharon Chandler,500
TENNESSEE 8,2016,David Kustoff,4
TENNESSEE 8,2016,Rickey Hobson,500
TENNESSEE 9,2016,Wayne Alberson,112
TENNESSEE 9,2016,Steve Cohen,159
TEXAS 1,2016,Louie Gohmert,500
TEXAS 1,2016,Shirley J. McKellar,500
TEXAS 2,2016,Ted Poe,181
TEXAS 2,2016,Pat Bryan,37
TEXAS 3,2016,Sam Johnson,64
TEXAS 3,2016,Adam P. Bell,36
TEXAS 4,2016,John Ratcliffe,6
TEXAS 5,2016,Jeb Hensarling,500
TEXAS 6,2016,Joe Barton,107
TEXAS 6,2016,Ruby Faye Woolridge,500
TEXAS 7,2016,John Abney Culberson,6
TEXAS 7,2016,James Cargas,5
TEXAS 8,2016,Kevin Brady,13
TEXAS 9,2016,Jeff Martin,192
TEXAS 9,2016,Al Green,126
TEXAS 10,2016,Michael T. McCaul,1
TEXAS 10,2016,Tawana W. Cadien,500
TEXAS 11,2016,K. Michael Conaway,500
TEXAS 12,2016,Kay Granger,500
TEXAS 12,2016,Bill Bradshaw,9
TEXAS 13,2016,Mac Thornberry,500
TEXAS 14,2016,"Randy K. Weber, Sr.",77
TEXAS 14,2016,Michael Cole,1
TEXAS 15,2016,Tim Westley,21
TEXAS 15,2016,Vicente Gonzalez,500
TEXAS 16,2016,Beto O’Rourke,500
TEXAS 17,2016,Bill Flores,9
TEXAS 17,2016,William Matta,9
TEXAS 18,2016,Lori Bartley,32
TEXAS 18,2016,Sheila Jackson Lee,119
TEXAS 19,2016,Jodey Arrington,500
TEXAS 20,2016,Joaquin Castro,500
TEXAS 21,2016,Lamar Smith,500
TEXAS 21,2016,Tom Wakely,20
TEXAS 22,2016,Pete Olson,55
TEXAS 22,2016,Mark Gibson,18
TEXAS 23,2016,Will Hurd,500
TEXAS 23,2016,Pete P. Gallego,55
TEXAS 24,2016,Kenny Marchant,500
TEXAS 24,2016,Jan McDowell,500
TEXAS 25,2016,Roger Williams,92
TEXAS 25,2016,Kathi Thomas,500
TEXAS 26,2016,Michael C. Burgess,1
TEXAS 26,2016,Eric Mauck,14
TEXAS 27,2016,Blake Farenthold,500
TEXAS 27,2016,Raul “Roy” Barrera,500
TEXAS 28,2016,Zeffen Hardin,500
TEXAS 28,2016,Henry Cuellar,120
TEXAS 29,2016,Julio Garza,500
TEXAS 29,2016,Gene Green,500
TEXAS 30,2016,Charles Lingerfelt,23
TEXAS 30,2016,Eddie Bernice Johnson,165
TEXAS 31,2016,John R. Carter,6
TEXAS 31,2016,Mike Clark,1
TEXAS 32,2016,Pete Sessions,55
TEXAS 33,2016,M. Mark Mitchell,500
TEXAS 33,2016,Marc A. Veasey,89
TEXAS 34,2016,"Rey Gonzalez, Jr.",500
TEXAS 34,2016,Filemon Vela,500
TEXAS 35,2016,Susan Narvaiz,27
TEXAS 35,2016,Lloyd Doggett,500
TEXAS 36,2016,Brian Babin,8
UTAH 1,2016,Rob Bishop,7
UTAH 1,2016,Peter C. Clemens,55
UTAH 2,2016,Chris Stewart,109
UTAH 2,2016,Charlene Albarran,500
UTAH 3,2016,Jason Chaffetz,3
UTAH 3,2016,Stephen P. Tryon,33
UTAH 4,2016,Mia B. Love,500
UTAH 4,2016,Doug Owens,50
VERMONT 1,2016,Peter Welch,55
VIRGINIA 1,2016,Robert J. Wittman,7
VIRGINIA 1,2016,M. D. “Matt” Rowe,500
VIRGINIA 2,2016,Scott W. Taylor,17
VIRGINIA 2,2016,Shaun D. Brown,139
VIRGINIA 3,2016,M. L. “Marty” Williams,500
VIRGINIA 3,2016,Robert C. “Bobby” Scott,7
VIRGINIA 4,2016,Michael L. “Mike” Wade,1
VIRGINIA 4,2016,A. Donald McEachin,500
VIRGINIA 5,2016,"Tom A. Garrett, Jr.",20
VIRGINIA 5,2016,Jane D. Dittmar,500
VIRGINIA 6,2016,Bob Goodlatte,7
VIRGINIA 6,2016,Kai E. Degner,500
VIRGINIA 7,2016,Dave Brat,4
VIRGINIA 7,2016,Eileen M. Bedell,500
VIRGINIA 8,2016,Charles A. Hernick,23
VIRGINIA 8,2016,"Donald S. Beyer, Jr.",42
VIRGINIA 9,2016,H. Morgan Griffith,500
VIRGINIA 9,2016,Derek W. Kitts,73
VIRGINIA 10,2016,Barbara Comstock,76
VIRGINIA 10,2016,LuAnn L. Bennett,500
VIRGINIA 11,2016,Gerald E. Connolly,104
WASHINGTON 1,2016,Robert J. Sutherland,7
WASHINGTON 1,2016,Suzan K. DelBene,500
WASHINGTON 2,2016,Marc Hennemann,89
WASHINGTON 2,2016,Rick Larsen,16
WASHINGTON 3,2016,Jaime Herrera Beutler,133
WASHINGTON 3,2016,Jaime Herrera Beutler,198
WASHINGTON 3,2016,Jim Moeller,5
WASHINGTON 4,2016,Dan Newhouse,12
WASHINGTON 4,2016,Clint Didier,500
WASHINGTON 5,2016,Cathy McMorris Rodgers,199
WASHINGTON 5,2016,Joe Pakootas,107
WASHINGTON 6,2016,Todd A. Bloom,41
WASHINGTON 6,2016,Derek Kilmer,73
WASHINGTON 7,2016,Pramila Jayapal,500
WASHINGTON 7,2016,Brady Piñero Walkinshaw,500
WASHINGTON 8,2016,David G. Reichert,4
WASHINGTON 8,2016,Tony Ventrella,80
WASHINGTON 9,2016,Doug Basler,50
WASHINGTON 9,2016,Adam Smith,36
WASHINGTON 10,2016,Jim Postma,5
WASHINGTON 10,2016,Denny Heck,500
WEST VIRGINIA 1,2016,David B. McKinley,4
WEST VIRGINIA 1,2016,Mike Manypenny,1
WEST VIRGINIA 2,2016,Alexander X. Mooney,106
WEST VIRGINIA 2,2016,Mark Hunt,18
WEST VIRGINIA 3,2016,Evan H. Jenkins,500
WEST VIRGINIA 3,2016,Matt Detch,500
WISCONSIN 1,2016,Paul D. Ryan,27
WISCONSIN 1,2016,Ryan Solen,25
WISCONSIN 2,2016,Peter Theron,55
WISCONSIN 2,2016,Mark Pocan,18
WISCONSIN 3,2016,Ron Kind,43
WISCONSIN 4,2016,Gwen Moore,500
WISCONSIN 5,2016,"F. James Sensenbrenner, Jr.",500
WISCONSIN 5,2016,Khary Penebaker,500
WISCONSIN 6,2016,Glenn Grothman,157
WISCONSIN 6,2016,Sarah Lloyd,19
WISCONSIN 7,2016,Sean P. Duffy,39
WISCONSIN 7,2016,Mary Hoeft,15
WISCONSIN 8,2016,Mike Gallagher,1
WISCONSIN 8,2016,Tom Nelson,20
WYOMING 1,2016,Liz Cheney,500
WYOMING 1,2016,Ryan Greene,25
ALASKA 1,2018,Don Young,42
ALASKA 1,2018,Alyse S. Galvin,500
ALABAMA 1,2018,Bradley Byrne,57
ALABAMA 1,2018,Robert Kennedy Jr.,7
ALABAMA 2,2018,Martha Roby,161
ALABAMA 2,2018,Tabitha Isner,500
ALABAMA 3,2018,Mike Rogers,1
ALABAMA 3,2018,Mallory Hagan,500
ALABAMA 4,2018,Robert B. Aderholt,7
ALABAMA 4,2018,Lee Auman,131
ALABAMA 5,2018,Mo Brooks,500
ALABAMA 5,2018,Peter Joffrion,55
ALABAMA 6,2018,Gary Palmer,47
ALABAMA 6,2018,Danner Kline,500
ALABAMA 7,2018,Terri A. Sewell,148
ARKANSAS 1,2018,Rick Crawford,16
ARKANSAS 1,2018,Chintan Desai,500
ARKANSAS 1,2018,Elvis Presley,500
ARKANSAS 2,2018,French Hill,500
ARKANSAS 2,2018,Clarke Tucker,500
ARKANSAS 2,2018,Joe Ryne Swafford,107
ARKANSAS 3,2018,Steve Womack,159
ARKANSAS 3,2018,Josh Mahony,500
ARKANSAS 3,2018,Michael Kalagias,1
ARKANSAS 4,2018,Bruce Westerman,132
ARKANSAS 4,2018,Hayden Shamel,500
ARKANSAS 4,2018,Tom Canada,20
ARIZONA 1,2018,Tom O'Halleran,20
ARIZONA 1,2018,Wendy Rogers,36
ARIZONA 2,2018,Ann Kirkpatrick,100
ARIZONA 2,2018,Lea Marquez Peterson,500
ARIZONA 3,2018,Raul Grijalva,500
ARIZONA 3,2018,Nick Pierson,51
ARIZONA 4,2018,Paul A. Gosar,27
ARIZONA 4,2018,David Brill,4
ARIZONA 4,2018,Haryaksha Gregor Knauer,500
ARIZONA 5,2018,Andy Biggs,28
ARIZONA 5,2018,Joan Greene,500
ARIZONA 6,2018,David Schweikert,4
ARIZONA 6,2018,Anita Malik,154
ARIZONA 7,2018,Ruben Gallego,182
ARIZONA 7,2018,Gary Swing,47
ARIZONA 8,2018,Debbie Lesko,61
ARIZONA 8,2018,Hiral Tipirneni,500
ARIZONA 9,2018,Greg Stanton,29
ARIZONA 9,2018,Steve Ferrara,159
CALIFORNIA 1,2018,Doug LaMalfa,50
CALIFORNIA 1,2018,Audrey Denney,500
CALIFORNIA 2,2018,Jared Huffman,113
CALIFORNIA 2,2018,Dale K. Mensing,148
CALIFORNIA 3,2018,John Garamendi,6
CALIFORNIA 3,2018,Charlie Schaupp,23
CALIFORNIA 4,2018,Tom McClintock,20
CALIFORNIA 4,2018,Jessica Morse,11
CALIFORNIA 5,2018,Mike Thompson,1
CALIFORNIA 5,2018,Anthony Mills,22
CALIFORNIA 6,2018,Doris O. Matsui,500
CALIFORNIA 6,2018,Jrmar Jefferson,500
CALIFORNIA 7,2018,Ami Bera,500
CALIFORNIA 7,2018,Andrew Grant,28
CALIFORNIA 8,2018,Paul Cook,27
CALIFORNIA 8,2018,Tim Donnelly,21
CALIFORNIA 9,2018,Jerry McNerney,63
CALIFORNIA 9,2018,Marla Livengood,500
CALIFORNIA 10,2018,Josh Harder,500
CALIFORNIA 10,2018,Jeff Denham,192
CALIFORNIA 11,2018,Mark DeSaulnier,18
CALIFORNIA 11,2018,John Fitzgerald,6
CALIFORNIA 12,2018,Nancy Pelosi,78
CALIFORNIA 12,2018,Lisa Remmer,6
CALIFORNIA 13,2018,Barbara Lee,76
CALIFORNIA 13,2018,Laura Wells,20
CALIFORNIA 14,2018,Jackie Speier,500
CALIFORNIA 14,2018,Cristina Osme�a,500
CALIFORNIA 15,2018,Eric Swalwell,14
CALIFORNIA 15,2018,Rudy L. Peters Jr.,500
CALIFORNIA 16,2018,Jim Costa,5
CALIFORNIA 16,2018,Elizabeth Heng,12
CALIFORNIA 17,2018,Ro Khanna,500
CALIFORNIA 17,2018,Ron Cohen,43
CALIFORNIA 18,2018,Anna G. Eshoo,87
CALIFORNIA 18,2018,Christine Russell,22
CALIFORNIA 19,2018,Zoe Lofgren,500
CALIFORNIA 19,2018,Justin James Aguilera,38
CALIFORNIA 20,2018,Jimmy Panetta,100
CALIFORNIA 20,2018,Ronald Paul Kabat,43
CALIFORNIA 21,2018,David Valadao,4
CALIFORNIA 21,2018,TJ Cox,500
CALIFORNIA 22,2018,Devin Nunes,500
CALIFORNIA 22,2018,Andrew Janz,28
CALIFORNIA 23,2018,Kevin McCarthy,13
CALIFORNIA 23,2018,Tatiana Matta,500
CALIFORNIA 24,2018,Salud Carbajal,500
CALIFORNIA 24,2018,Justin Fareed,38
CALIFORNIA 25,2018,Katie Hill,165
CALIFORNIA 25,2018,Steve Knight,159
CALIFORNIA 26,2018,Julia Brownley,131
CALIFORNIA 26,2018,Antonio Sabato Jr.,83
CALIFORNIA 27,2018,Judy Chu,500
CALIFORNIA 27,2018,Bryan Witt,46
CALIFORNIA 28,2018,Adam Schiff,36
CALIFORNIA 28,2018,Johnny J. Nalbandian,88
CALIFORNIA 29,2018,Tony C�rdenas,80
CALIFORNIA 29,2018,Benito Benny Bernal,500
CALIFORNIA 30,2018,Brad Sherman,123
CALIFORNIA 30,2018,Mark S. Reed,18
CALIFORNIA 31,2018,Pete Aguilar,55
CALIFORNIA 31,2018,Sean Flynn,39
CALIFORNIA 32,2018,Grace Napolitano,500
CALIFORNIA 32,2018,Joshua M. Scott,24
CALIFORNIA 33,2018,Ted Lieu,181
CALIFORNIA 33,2018,Kenneth Weston Wright,31
CALIFORNIA 34,2018,Jimmy Gomez,100
CALIFORNIA 34,2018,Kenneth Mejia,31
CALIFORNIA 35,2018,Norma Torres,500
CALIFORNIA 35,2018,Christian Leonel Valiente,108
CALIFORNIA 36,2018,Raul Ruiz,500
CALIFORNIA 36,2018,Kimberlin Brown Pelzer,500
CALIFORNIA 37,2018,Karen Bass,25
CALIFORNIA 37,2018,Ron J. Bassilian,43
