,district,CANDIDATE NAME,PARTY,PRIMARY %,YEAR
2618,GA03,"Westmoreland, Lynn Acton",R,69.49%,2016
2619,GA04,"Johnson, Henry C. ""Hank,"" Jr.",D,54.75%,2016
2620,GA05,"Lewis, John R.",D,100.00%,2016
2621,GA06,"Price, Thomas E. ""Tom""",R,100.00%,2016
2622,GA06,"Montigel, Robert G.",D,100.00%,2016
2623,GA07,"Woodall, William Robert ""Rob""",R,100.00%,2016
2624,GA07,"Wight, Thomas Dee",D,100.00%,2016
2625,GA08,"Scott, James Austin",R,100.00%,2016
2626,GA09,"Collins, Douglas Allen ""Doug""",R,80.22%,2016
2627,GA09,"Vogel, David Donald",D,100.00%,2016
2628,GA10,"Hice, Jody B.",R,33.50%,2016
2629,GA10,"Dious, Ivory Kenneth ""Ken""",D,100.00%,2016
2630,GA11,"Loudermilk, Barry D.",R,36.59%,2016
2631,GA12,"Allen, Richard ""Rick""",R,53.99%,2016
2632,GA12,"Barrow, John Jenkins",D,100.00%,2016
2633,GA13,"Scott, David Albert",D,82.24%,2016
2634,GA14,"Graves, John Thomas ""Tom""",R,74.07%,2016
2635,GU00,"Bordallo, Madeleine Z.",D,74.30%,2016
2636,GU00,"Metcalfe, Margaret G.",R,98.25%,2016
2637,HI01,"Takai, Mark",D,44.47%,2016
2638,HI01,"Djou, Charles",R,96.40%,2016
2639,HI02,"Gabbard, Tulsi",D,100.00%,2016
2640,HI02,"Crowley, Kawika",R,56.77%,2016
2641,ID01,"Labrador, Raul R.",R,78.56%,2016
2642,ID01,"Ringo, Shirley G.",D,82.04%,2016
2643,ID02,"Simpson, Mike",R,61.64%,2016
2644,ID02,"Stallings, Richard ",D,100.00%,2016
2645,IL01,"Rush, Bobby L.",D,100.00%,2016
2646,IL01,"Tillman, Jimmy Lee",R,100.00%,2016
2647,IL02,"Kelly, Robin ",D,100.00%,2016
2648,IL02,"Wallace, Eric M.",R,100.00%,2016
2649,IL03,"Lipinski, Daniel William ",D,100.00%,2016
2650,IL03,"Brannigan, Sharon M.",R,62.67%,2016
2651,IL04,"Gutierrez, Luis V.",D,74.34%,2016
2652,IL04,"Concepcion, Hector ",R,100.00%,2016
2653,IL05,"Quigley, Mike",D,100.00%,2016
2654,IL06,"Roskam, Peter J. ",R,100.00%,2016
2655,IL06,"Mason, Michael",D,100.00%,2016
2656,IL07,"Davis, Danny K.",D,100.00%,2016
2657,IL07,"Bumpers, Robert L. ",R,100.00%,2016
2658,IL08,"Duckworth, Tammy",D,100.00%,2016
2659,IL08,"Kaifesh, Larry",R,71.50%,2016
2660,IL09,"Schakowsky, Janice D.",D,100.00%,2016
2661,IL09,"Atanus, Susanne",R,52.40%,2016
2662,IL10,"Dold, Robert",R,100.00%,2016
2663,IL10,"Schneider, Brad",D,100.00%,2016
2664,IL11,"Foster, Bill ",D,100.00%,2016
2665,IL11,"Senger, Darlene",R,36.89%,2016
2666,IL12,"Bost, Mike",R,100.00%,2016
2667,IL12,"Enyart, William L. ""Bill"" ",D,100.00%,2016
2668,IL13,"Davis, Rodney",R,54.63%,2016
2669,IL13,"Callis, Ann E.",D,54.65%,2016
2670,IL14,"Hultgren, Randall M. ""Randy"" ",R,100.00%,2016
2671,IL14,"Anderson, Dennis",D,65.83%,2016
2672,IL15,"Shimkus, John M.",R,100.00%,2016
2673,IL15,"Thorsland, Eric",D,100.00%,2016
2674,IL16,"Kinzinger, Adam ",R,78.44%,2016
2675,IL16,"Olsen, Randall Wayne ",D,100.00%,2016
2676,IL17,"Bustos, Cheri ",D,100.00%,2016
2677,IL17,"Schilling, Bobby",R,100.00%,2016
2678,IL18,"Schock, Aaron ",R,100.00%,2016
2679,IL18,"Miller, Darrel",D,54.30%,2016
2680,IN01,"Visclosky, Peter J.",D,100.00%,2016
2681,IN01,"Leyva, Mark ",R,100.00%,2016
2682,IN02,"Walorski, Jackie",R,100.00%,2016
2683,IN02,"Bock, Joe",D,58.09%,2016
2684,IN03,"Stutzman, Marlin A.",R,81.67%,2016
2685,IN03,"Kuhnle, Justin ",D,34.88%,2016
2686,IN04,"Rokita, Todd",R,71.19%,2016
2687,IN04,"Dale, John ",D,42.18%,2016
2688,IN05,"Brooks, Susan ",R,72.74%,2016
2689,IN05,"Denney, Shawn A.",D,41.90%,2016
2690,IN06,"Messer, Luke",R,100.00%,2016
2691,IN06,"Heitzman, Susan Hall",D,48.28%,2016
2692,IN07,"Carson, André ",D,89.09%,2016
2693,IN07,"Ping, Catherine (Cat)",R,35.10%,2016
2694,IN08,"Bucshon, Larry D.",R,74.85%,2016
2695,IN08,"Spangler, Tom ",D,100.00%,2016
2696,IN09,"Young, Todd",R,79.37%,2016
2697,IN09,"Bailey, Bill",D,45.39%,2016
2698,IA01,"Blum, Rod",R,54.89%,2016
2699,IA01,"Murphy, Pat",D,36.71%,2016
2700,IA02,"Loebsack, Dave",D,99.32%,2016
2701,IA02,"Miller-Meeks, Mariannette ",R,49.36%,2016
2702,IA03,"Young, David",R,15.52%,2016
2703,IA03,"Appel, Staci",D,99.19%,2016
2704,IA04,"King, Steve ",R,99.12%,2016
2705,IA04,"Mowrer, Jim",D,99.58%,2016
2706,KS01,"Sherow, James E.",D,65.66%,2016
2707,KS02,"Wakefield, Margie",D,100.00%,2016
2708,KS03,"Kultala, Kelly",D,68.50%,2016
2709,KS04,"Pompeo, Mike",R,62.65%,2016
2710,KS04,"Schuckman, Perry L.",D,100.00%,2016
2711,KY01,"Whitfield, Ed",R,100%,2016
2712,KY01,"Hatchett, Charles Kendall",D,55.49%,2016
2713,KY02,"Guthrie, S. Brett",R,100%,2016
2714,KY02,"Leach, Ron",D,100%,2016
2715,KY03,"Yarmuth, John A.",D,87.04%,2016
2716,KY03,"Macfarlane, Michael",R,100%,2016
2717,KY04,"Massie, Thomas",R,100%,2016
2718,KY04,"Newberry, Peter",D,100%,2016
2719,KY05,"Rogers, Harold ""Hal"" ",R,100%,2016
2720,KY05,"Stepp, Kenneth S. ",D,58.84%,2016
2721,KY06,"Barr, Andy",R,100%,2016
2722,KY06,"Jensen, Elisabeth",D,60.87%,2016
2723,ME01,"Pingree, Chellie",D,100.00%,2016
2724,ME01,"Misiuk, Isaac J. ",R,100.00%,2016
2725,ME02,"Poliquin, Bruce ",R,56.84%,2016
2726,ME02,"Cain, Emily Ann",D,71.04%,2016
2727,MD01,"Harris, Andy",R,77.88%,2016
2728,MD01,"Tilghman, Bill",D,57.12%,2016
2729,MD02,"Ruppersberger, C. A. Dutch ",D,77.57%,2016
2730,MD02,"Banach, David ",R,100.00%,2016
2731,MD03,"Sarbanes, John ",D,85.17%,2016
2732,MD03,"Long, Charles A.",R,43.60%,2016
2733,MD04,"Edwards, Donna F. ",D,86.99%,2016
2734,MD04,"Hoyt, Nancy ",R,37.61%,2016
2735,MD05,"Hoyer, Steny H. ",D,100.00%,2016
2736,MD05,"Chaffee, Chris",R,41.60%,2016
2737,MD06,"Delaney, John K.",D,100.00%,2016
2738,MD06,"Bongino, Dan ",R,83.53%,2016
2739,MD07,"Cummings, Elijah",D,90.59%,2016
2740,MD07,"Vaughn, Carrogan R. ",R,54.78%,2016
2741,MD08,"Van Hollen, Chris ",D,91.28%,2016
2742,MD08,"Wallace, Dave",R,100.00%,2016
2743,MA01,"Neal, Richard E.",D,99.07%,2016
2744,MA02,"McGovern, James P.",D,99.28%,2016
2745,MA03,"Tsongas, Nicola S.",D,98.98%,2016
2746,MA03,"Wofford, Roseann L. Ehrhard ",R,99.34%,2016
2747,MA04,"Kennedy, Joseph P., III",D,99.21%,2016
2748,MA05,"Clark, Katherine M.",D,81.19%,2016
2749,MA06,"Moulton, Seth W.",D,50.77%,2016
2750,MA06,"Tisei, Richard R.",R,99.22%,2016
2751,MA07,"Capuano, Michael E.",D,98.74%,2016
2752,MA08,"Lynch, Stephen F. ",D,99.03%,2016
2753,MA09,"Keating, William Richard ",D,99.20%,2016
2754,MA09,"Chapman, John C.",R,32.35%,2016
2755,MI01,"Benishek, Dan",R,69.74%,2016
2756,MI01,"Cannon, Jerry",D,100.00%,2016
2757,MI02,"Huizenga, Bill",R,100.00%,2016
2758,MI02,"Vanderstelt, Dean",D,100.00%,2016
2759,MI03,"Amash, Justin",R,57.44%,2016
2760,MI03,"Goodrich, Bob",D,100.00%,2016
2761,MI04,"Moolenaar, John",R,52.40%,2016
2762,MI04,"Holmes, Jeff",D,100.00%,2016
2763,MI05,"Kildee, Daniel T.",D,100.00%,2016
2764,MI05,"Hardwick, Allen",R,51.32%,2016
2765,MI06,"Upton, Fred",R,71.17%,2016
2766,MI06,"Clements, Paul",D,100.00%,2016
2767,MI07,"Walberg, Tim",R,79.30%,2016
2768,MI07,"Byrnes, Pam",D,100.00%,2016
2769,MI08,"Bishop, Mike",R,60.26%,2016
2770,MI08,"Schertzing, Eric",D,42.81%,2016
2771,MI09,"Levin, Sander",D,100.00%,2016
2772,MI09,"Brikho, George",R,100.00%,2016
2773,MI10,"Miller, Candice S.",R,100.00%,2016
2774,MI10,"Stadler, Chuck",D,100.00%,2016
2775,MI11,"Trott, Dave",R,66.40%,2016
2776,MI11,"McKenzie, Bobby",D,34.29%,2016
2777,MI12,"Dingell, Debbie",D,77.66%,2016
2778,MI12,"Bowman, Terry",R,100.00%,2016
2779,MI13,"Conyers, John, Jr.",D,73.88%,2016
2780,MI13,"Gorman, Jeff ",R,100.00%,2016
2781,MI14,"Lawrence, Brenda",D,35.62%,2016
2782,MN01,"Hagedorn, Jim",R,53.98%,2016
2783,MN02,"Kline, John",R,100.00%,2016
2784,MN03,"Paulsen, Erik",R,100%,2016
2785,MN04,"Wahlgren, Sharna",R,100%,2016
2786,MN05,"Daggett, Doug",R,100%,2016
2787,MN06,"Emmer, Tom",R,73.30%,2016
2788,MN07,"Westrom, Torrey",R,100%,2016
2789,MN08,"Mills, Stewart",R,100%,2016
2790,MS01,"Nunnelee, Alan",R,100.00%,2016
2791,MS01,"Dickey, Ron E. ",D,65.98%,2016
2792,MS02,"Thompson, Bennie G.",D,95.72%,2016
2793,MS03,"Harper, Gregg",R,92.19%,2016
2794,MS03,"Magee, Douglas MacArthur (Doug)",D,48.22%,2016
2795,MS04,"Palazzo, Steven McCarty",R,50.53%,2016
2796,MS04,"Moore, Matt",D,55.66%,2016
2797,MO01,"Clay, Lacy ",D,100.00%,2016
2798,MO01,"Elder, Daniel J.",R,39.26%,2016
2799,MO02,"Wagner, Ann",R,100.00%,2016
2800,MO02,"Lieber, Arthur ",D,100.00%,2016
2801,MO03,"Luetkemeyer, Blaine",R,79.46%,2016
2802,MO03,"Denton, Courtney ",D,57.15%,2016
2803,MO04,"Hartzler, Vicky ",R,74.72%,2016
2804,MO04,"Irvin, Nate ",D,100.00%,2016
2805,MO05,"Cleaver, Emanuel, II",D,82.04%,2016
2806,MO05,"Turk, Jacob ",R,68.59%,2016
2807,MO06,"Graves, Sam ",R,76.59%,2016
2808,MO06,"Hedge, W.A. (Bill)",D,51.66%,2016
2809,MO07,"Long, Billy",R,62.36%,2016
2810,MO07,"Evans, Jim",D,53.76%,2016
2811,MO08,"Smith, Jason ",R,100.00%,2016
2812,MO08,"Stocker, Barbara",D,100.00%,2016
2813,MT00,"Zinke, Ryan",R,33.25%,2016
2814,MT00,"Lewis, John ",D,59.84%,2016
2815,NE01,"Fortenberry, Jeff",R,86.60%,2016
2816,NE01,"Crawford, Dennis P.",D,100.00%,2016
2817,NE02,"Ashford, Brad ",D,81.49%,2016
2818,NE02,"Terry, Lee",R,53.41%,2016
2819,NE03,"Smith, Adrian",R,68.24%,2016
2820,NE03,"Sullivan, Mark ",D,100.00%,2016
2821,NV01,"Titus, Dina",D,86.03%,2016
2822,NV01,"Teijeiro, Annette",R,54.66%,2016
2823,NV02,"Amodei, Mark E.",R,100%,2016
2824,NV02,"Spees, Kristen ",D,38.35%,2016
2825,NV03,"Heck, Joe",R,100%,2016
2826,NV03,"Bilbray, Erin",D,84.02%,2016
2827,NV04,"Hardy, Cresent",R,42.63%,2016
2828,NV04,"Horsford, Steven A.",D,84.30%,2016
2829,NH01,"Guinta, Frank C.",R,48.98%,2016
2830,NH01,"Shea-Porter, Carol",D,98.11%,2016
2831,NH02,"Kuster, Ann McLane",D,98.61%,2016
2832,NH02,"Garcia, Marilinda",R,49.19%,2016
2833,NJ01 - FULL TERM,"Norcross, Donald W. ",D,72.06%,2016
2834,NJ01 - FULL TERM,"Cobb, Garry W.",R,68.34%,2016
2835,NJ01 - UNEXPIRED TERM,"Norcross, Donald W.",D,71.44%,2016
2836,NJ02,"LoBiondo, Frank A. ",R,82.48%,2016
2837,NJ02,"Hughes, William J., Jr.",D,81.77%,2016
2838,NJ03,"MacArthur, Tom",R,59.91%,2016
2839,NJ03,"Belgard, Aimee",D,83.78%,2016
2840,NJ04,"Smith, Christopher H.",R,100.00%,2016
2841,NJ04,"Scolavino, Ruben M. ",D,100.00%,2016
2842,NJ05,"Garrett, Scott",R,100.00%,2016
2843,NJ05,"Cho, Roy",D,90.24%,2016
2844,NJ06,"Pallone, Frank , Jr.",D,100.00%,2016
2845,NJ06,"Wilkinson, Anthony E.",R,100.00%,2016
2846,NJ07,"Lance, Leonard",R,54.44%,2016
2847,NJ07,"Kovach, Janice ",D,100.00%,2016
2848,NJ08,"Sires, Albio",D,100.00%,2016
2849,NJ08,"Tiscornia, Jude Anthony ",R,100.00%,2016
2850,NJ09,"Pascrell, Bill, Jr.",D,100.00%,2016
2851,NJ09,"Paul, Dierdre G.",R,100.00%,2016
2852,NJ10,"Payne, Donald M., Jr.",D,91.25%,2016
2853,NJ10,"Dentley, Yolanda ",R,100.00%,2016
2854,NJ11,"Frelinghuysen, Rodney P.",R,66.72%,2016
2855,NJ11,"Dunec, Mark",D,75.95%,2016
2856,NJ12,"Coleman, Bonnie Watson",D,43.04%,2016
2857,NJ12,"Eck, Alieta",R,100.00%,2016
2858,NM01,"Lujan Grisham, Michelle",D,100.00%,2016
2859,NM01,"Frese, Michael H.",R,65.34%,2016
2860,NM02,"Pearce, Steve ",R,100.00%,2016
2861,NM02,"Lara, Roxanne ""Rocky""",D,100.00%,2016
2862,NM03,"Lujan, Ben R.",D,87.56%,2016
2863,NM03,"Byrd, Jefferson L. ",R,100.00%,2016
2864,NY01,"Zeldin, Lee M.",R,61.34%,2016
2865,NY01,"Bishop, Timothy H.",D,100%,2016
2866,NY03,"Israel, Steve J.",D,100%,2016
2867,NY03,"Lally, Grant M.",R,50.08%,2016
2868,NY04,"Rice, Kathleen M.",D,57.30%,2016
2869,NY05,"Meeks, Gregory  W.",D,80.05%,2016
2870,NY06,"Meng, Grace",D,100%,2016
2871,NY07,"Valezquez, Nydia M.",D,80.94%,2016
2872,NY07,"Fernandez, Jose Luis ",R,100%,2016
2873,NY08,"Jeffries, Hakeem S.",D,100%,2016
2874,NY09,"Clarke, Yvette D.",D,100%,2016
2875,NY10,"Nadler, Jerrold L.",D,100%,2016
2876,NY11,"Grimm, Michael G.",R,100%,2016
2877,NY11,"Recchia, Domenic M., Jr.",D,100%,2016
2878,NY12,"Maloney, Carolyn B.",D,100%,2016
2879,NY12,"Di Iorio, Nicholas S.",R,100%,2016
2880,NY13,"Rangel, Charles B.",D,47.69%,2016
2881,NY14,"Crowley, Joseph",D,100%,2016
2882,NY15,"Serrano, Jose E.",D,91.15%,2016
2883,NY16,"Engel, Eliot L.",D,100%,2016
2884,NY17,"Lowey, Nita M.",D,100%,2016
2885,NY17,"Day, Christopher E.",R,100%,2016
2886,NY18,"Maloney, Sean Patrick",D,100%,2016
2887,NY18,"Hayworth, Nan",R,100%,2016
2888,NY19,"Gibson, Christopher P.",R,100%,2016
2889,NY19,"Eldridge, Sean S.",D,100%,2016
2890,NY20,"Tonko, Paul D.",D,100%,2016
2891,NY20,"Fischer, James M.",R,100%,2016
2892,NY21,"Stefanik, Elise M.",R,60.82%,2016
2893,NY21,"Woolf, Aaron G.",D,100%,2016
2894,NY22,"Hanna, Richard L.",R,53.52%,2016
2895,NY23,"Reed, Thomas W., II",R,100%,2016
2896,NY23,"Robertson, Martha",D,100%,2016
2897,NY24,"Katko, John M.",R,100%,2016
2898,NY24,"Maffei, Daniel B.",D,100%,2016
2899,NY25,"Slaughter, Louise M.",D,100%,2016
2900,NY25,"Assini, Mark W.",R,100%,2016
2901,NY26,"Higgins, Brian",D,100%,2016
2902,NY26,"Weppner, Kathleen A.",R,100%,2016
2903,NY27,"Collins, Chris",R,100%,2016
2904,NY27,"O'Donnell, James D.",D,100%,2016
2905,NC01,"Butterfield, G. K.",D,81.14%,2016
2906,NC01,"Rich, Arthur",R,51.33%,2016
2907,NC02,"Ellmers, Renee",R,58.73%,2016
2908,NC02,"Aiken, Clay",D,40.86%,2016
2909,NC03,"Jones, Walter",R,50.89%,2016
2910,NC03,"Adame, Marshall",D,100%,2016
2911,NC04,"Price, David",D,100%,2016
2912,NC04,"Wright, Paul",R,100%,2016
2913,NC05,"Foxx, Virginia",R,75.40%,2016
2914,NC05,"Brannon, Joshua (Josh)",D,33.05%,2016
2915,NC06,"Walker, Mark",R,25.20%,2016
2916,NC06,"Fjeld, Laura",D,56.16%,2016
2917,NC07,"Rouzer, David",R,53.02%,2016
2918,NC07,"Barfield, Jonathan, Jr.",D,58.25%,2016
2919,NC08,"Hudson, Richard",R,100%,2016
2920,NC08,"Blue, Antonio",D,100%,2016
2921,NC09,"Pittenger, Robert",R,67.59%,2016
2922,NC10,"McHenry, Patrick",R,78.04%,2016
2923,NC10,"MacQueen, Tate",D,100%,2016
2924,NC11,"Meadows, Mark",R,100%,2016
2925,NC11,"Hill, Tom",D,54.10%,2016
2926,NC12 - FULL TERM,"Adams, Alma",D,44.00%,2016
2927,NC12 - FULL TERM,"Coakley, Vince",R,78.01%,2016
2928,NC12 - UNEXPIRED TERM,"Adams, Alma",D,44.22%,2016
2929,NC12 - UNEXPIRED TERM,"Coakley, Vince",R,100%,2016
2930,NC13,"Holding, George",R,100%,2016
2931,NC13,"Cleary, Brenda",D,70.39%,2016
2932,ND00,"Cramer, Kevin",R,99.70%,2016
2933,OH01,"Chabot, Steve",R,100.00%,2016
2934,OH01,"Kundrata, Fred",D,55.90%,2016
2935,OH02,"Wenstrup, Brad ",R,100.00%,2016
2936,OH02,"Tyszkiewicz, Marek",D,29.71%,2016
2937,OH03,"Beatty, Joyce B.",D,100.00%,2016
2938,OH03,"Adams, John ",R,58.82%,2016
2939,OH04,"Jordan, Jim ",R,100.00%,2016
2940,OH04,"Garrett, Janet",D,100.00%,2016
2941,OH05,"Latta, Bob",R,100.00%,2016
2942,OH05,"Fry, Robert L.",D,100.00%,2016
2943,OH06,"Johnson, Bill",R,100.00%,2016
2944,OH06,"Garrison, Jennifer ",D,72.95%,2016
2945,OH07,"Gibbs, Bob ",R,100.00%,2016
2946,OH08,"Boehner, John A.",R,71.50%,2016
2947,OH08,"Poetter, Tom",D,54.64%,2016
2948,OH09,"Kaptur, Marcy",D,100.00%,2016
2949,OH09,"May, Richard",R,72.23%,2016
2950,OH10,"Turner, Mike",R,79.85%,2016
2951,OH10,"Klepinger, Robert",D,55.75%,2016
2952,OH11,"Fudge, Marcia L.",D,100.00%,2016
2953,OH11,"Zetzer, Mark",R,100.00%,2016
2954,OH12,"Tiberi, Pat",R,100.00%,2016
2955,OH12,"Tibbs, David Arthur",D,100.00%,2016
2956,OH13,"Ryan, Tim",D,85.05%,2016
2957,OH13,"Pekarek, Thomas",R,100.00%,2016
2958,OH14,"Joyce, David P.",R,54.99%,2016
2959,OH14,"Wager, Michael ",D,100.00%,2016
2960,OH15,"Stivers, Steve",R,90.14%,2016
2961,OH15,"Wharton, Scott",D,100.00%,2016
2962,OH16,"Renacci, Jim",R,100.00%,2016
2963,OH16,"Crossland, Pete ",D,58.05%,2016
2964,OK02,"Mullin, Markwayne",R,79.73%,2016
2965,OK02,"Everett, Earl E.",D,62.57%,2016
2966,OK03,"Lucas, Frank D.",R,82.82%,2016
2967,OK03,"Robbins, Frankie",D,100%,2016
2968,OK04,"Cole, Tom",R,84.45%,2016
2969,OK04,"Smith, Bert",D,81.56%,2016
2970,OK05,"Russell, Steve",R,26.57%,2016
2971,OK05,"McAffrey, Al",D,30.89%,2016
2972,OR02,"Walden, Greg ",R,75.53%,2016
2973,OR02,"Christofferson, Aelea ",D,61.77%,2016
2974,OR03,"Blumenauer, Earl ",D,98.63%,2016
2975,OR05,"Schrader, Kurt",D,83.10%,2016
2976,OR05,"Smith, Tootie ",R,62.83%,2016
2977,PA01,"Brady, Robert A.",D,99.87%,2016
2978,PA01,"Rath, Megan",R,99.73%,2016
2979,PA02,"Fattah, Chaka ",D,99.91%,2016
2980,PA02,"James, Armond",R,99.81%,2016
2981,PA03,"Kelly, Mike",R,99.17%,2016
2982,PA03,"Lavallee, Dan",D,98.84%,2016
2983,PA04,"Perry, Scott",R,99.46%,2016
2984,PA04,"Thompson, Linda Deliah",D,97.59%,2016
2985,PA05,"Thompson, Glenn GT",R,98.90%,2016
2986,PA05,"Taylor, Kerith Strano ",D,53.27%,2016
2987,PA06,"Costello, Ryan",R,99.94%,2016
2988,PA06,"Trivedi, Manan",D,99.91%,2016
2989,PA07,"Meehan, Patrick L.",R,99.88%,2016
2990,PA07,"Balchunis, Mary Ellen",D,99.90%,2016
2991,PA08,"Fitzpatrick, Michael G.",R,100.00%,2016
2992,PA08,"Strouse, Kevin",D,51.13%,2016
2993,PA09,"Shuster, Bill",R,52.59%,2016
2994,PA09,"Hartzok, Alanna",D,97.47%,2016
2995,PA10,"Marino, Tom",R,99.17%,2016
2996,PA10,"Brion, Scott F.",D,98.89%,2016
2997,PA11,"Barletta, Lou",R,99.61%,2016
2998,PA11,"Ostrowski, Andy",D,98.21%,2016
2999,PA12,"Rothfus, Keith ",R,99.25%,2016
3000,PA12,"McClelland, Erin",D,67.67%,2016
3001,PA13,"Boyle, Brendan F.",D,40.60%,2016
3002,PA13,"Adcock, Carson Dee",R,65.76%,2016
3003,PA14,"Doyle, Mike",D,84.06%,2016
3004,PA15,"Dent, Charles W.",R,99.94%,2016
3005,PA16,"Pitts, Joseph R.",R,98.77%,2016
3006,PA16,"Houghton, Tom",D,62.64%,2016
3007,PA17,"Cartwright, Matt",D,98.59%,2016
3008,PA17,"Moylan, David J.",R,44.26%,2016
3009,PA18,"Murphy, Tim",R,99.44%,2016
3010,RI01,"Cicilline, David N.",D,63.01%,2016
3011,RI01,"Lynch, Cormick Brendan",R,72.44%,2016
3012,RI02,"Langevin, James R.",D,100.00%,2016
3013,RI02,"Reis, Rhue R.",R,100.00%,2016
3014,SC01,"Sanford, Mark",R,100%,2016
3015,SC02,"Wilson, Joe",R,81.61%,2016
3016,SC02,"Black, Phil ",D,54.19%,2016
3017,SC03,"Duncan, Jeff",R,100%,2016
3018,SC03,"Mullis, Barbara Jo",D,66.61%,2016
3019,SC04,"Gowdy, Trey",R,100%,2016
3020,SC05,"Mulvaney, Mick ",R,100%,2016
3021,SC05,"Adams, Tom ",D,100%,2016
3022,SC06,"Clyburn, James E. ""Jim"" ",D,85.98%,2016
3023,SC06,"Culler, Anthony",R,66.49%,2016
3024,SC07,"Rice, Tom ",R,100%,2016
3025,SC07,"Bromell-Tinubu, Gloria",D,100%,2016
3026,SD00,"Noem, Kristi",R,100%,2016
3027,SD00,"Robinson, Corinna",D,100%,2016
3028,TN01,"Roe, Phil",R,83.71%,2016
3029,TN02,"Duncan, John J., Jr.",R,60.46%,2016
3030,TN02,"Scott, Bob",D,100.00%,2016
3031,TN03,"Fleischmann, Chuck",R,50.80%,2016
3032,TN03,"Headrick, Mary M.",D,100.00%,2016
3033,TN04,"DesJarlais, Scott",R,44.89%,2016
3034,TN04,"Sherrell, Lenda ",D,100.00%,2016
3035,TN05,"Cooper, Jim",D,100.00%,2016
3036,TN05,"Ries, Bob",R,37.82%,2016
3037,TN06,"Black, Diane",R,76.67%,2016
3038,TN06,"Powers, Amos Scott",D,100.00%,2016
3039,TN07,"Blackburn, Marsha",R,84.19%,2016
3040,TN07,"Cramer, Daniel",D,81.01%,2016
3041,TN08,"Fincher, Stephen Lee",R,79.04%,2016
3042,TN08,"Bradley, Wes",D,34.73%,2016
3043,TN09,"Cohen, Steve ",D,66.18%,2016
3044,TN09,"Bergmann, Charlotte",R,100.00%,2016
3045,TX01,"Gohmert, Louie",R,100.00%,2016
3046,TX01,"McKellar, Shirley J.",D,100.00%,2016
3047,TX02,"Poe, Ted",R,100.00%,2016
3048,TX02,"Letsos, Niko",D,100.00%,2016
3049,TX03,"Johnson, Sam",R,80.56%,2016
3050,TX04,"Ratcliffe, John",R,28.78%,2016
3051,TX05,"Hensarling, Jeb",R,100.00%,2016
3052,TX06,"Barton, Joe",R,72.66%,2016
3053,TX06,"Cozad, David E.",D,100.00%,2016
3054,TX07,"Culberson, John",R,100.00%,2016
3055,TX07,"Cargas, James",D,62.19%,2016
3056,TX08,"Brady, Kevin",R,68.27%,2016
3057,TX09,"Green, Al",D,100.00%,2016
3058,TX10,"McCaul, Michael",R,100.00%,2016
3059,TX10,"Walter-Cadien, Tawana",D,100.00%,2016
3060,TX11,"Conaway, Mike",R,73.70%,2016
3061,TX12,"Granger, Kay",R,100.00%,2016
3062,TX12,"Greene, Mark",D,100.00%,2016
3063,TX13,"Thornberry, Mac",R,68.21%,2016
3064,TX13,"Minter, Mike",D,100.00%,2016
3065,TX14,"Weber, Randy",R,100.00%,2016
3066,TX14,"Brown, Donald G.",D,68.24%,2016
3067,TX15,"Hinojosa, Rubén",D,100.00%,2016
3068,TX15,"Zamora, Eddie",R,54.93%,2016
3069,TX16,"O'Rourke, Beto",D,100.00%,2016
3070,TX16,"Roen, Corey",R,100.00%,2016
3071,TX17,"Flores, Bill",R,100.00%,2016
3072,TX17,"Haynes, Nick",D,100.00%,2016
3073,TX18,"Jackson Lee, Sheila",D,100.00%,2016
3074,TX18,"Seibert, Sean",R,100.00%,2016
3075,TX19,"Neugebauer, Randy",R,64.37%,2016
3076,TX19,"Marchbanks, Neal",D,100.00%,2016
3077,TX20,"Castro, Joaquin",D,100.00%,2016
3078,TX21,"Smith, Lamar",R,60.43%,2016
3079,TX22,"Olson, Pete",R,100.00%,2016
3080,TX22,"Briscoe, Frank",D,53.19%,2016
3081,TX23,"Hurd, Will",R,40.96%,2016
3082,TX23,"Gallego, Pete P.",D,100.00%,2016
3083,TX24,"Marchant, Kenny E.",R,100.00%,2016
3084,TX24,"McGehearty, Patrick",D,100.00%,2016
3085,TX25,"Williams, Roger",R,100.00%,2016
3086,TX25,"Montoya, Marco",D,75.16%,2016
3087,TX26,"Burgess, Michael",R,82.62%,2016
3088,TX27,"Farenthold, Blake",R,100.00%,2016
3089,TX27,"Reed, Wesley",D,100.00%,2016
3090,TX28,"Cuellar, Henry",D,100.00%,2016
3091,TX29,"Green, Gene",D,100.00%,2016
3092,TX30,"Johnson, Eddie Bernice",D,69.93%,2016
3093,TX31,"Carter, John",R,100.00%,2016
3094,TX31,"Minor, Louie",D,100.00%,2016
3095,TX32,"Sessions, Pete",R,63.62%,2016
3096,TX32,"Perez, Frank",D,100.00%,2016
3097,TX33,"Veasey, Marc",D,73.48%,2016
3098,TX34,"Vela, Filemon B.",D,100.00%,2016
3099,TX34,"Smith, Larry S.",R,100.00%,2016
3100,TX35,"Doggett, Lloyd",D,100.00%,2016
3101,TX35,"Narvaiz, Susan",R,100.00%,2016
3102,TX36,"Babin, Brian",R,33.37%,2016
3103,TX36,"Cole, Michael K.",D,100.00%,2016
3104,VT00,"Welch, Peter",D,98.85%,2016
3105,VT00,"Donka, Mark",R,33.67%,2016
3106,VI00,"Plaskett, Stacey",D,49.88%,2016
3107,VI00,"Danet, Vince",R,100%,2016
