,district,CANDIDATE NAME,PARTY,PRIMARY %,YEAR
1084,IL3,"Lipinski, Daniel William",D,87.33%,2012
1085,IL3,"Grabowski, Richard L.",R,59.35%,2012
1086,IL4,"Gutierrez, Luis V.",D,99.98%,2012
1087,IL5,"Quigley, Mike",D,100.00%,2012
1088,IL5,"Schmitt, Dan",R,100.00%,2012
1089,IL6,"Roskam, Peter J.",R,100.00%,2012
1090,IL6,"Coolidge, Leslie",D,54.51%,2012
1091,IL7,"Davis, Danny K.",D,84.48%,2012
1092,IL8,"Duckworth, Tammy",D,66.18%,2012
1093,IL8,"Walsh, Joe",R,99.85%,2012
1094,IL9,"Schakowsky, Janice D.",D,91.85%,2012
1095,IL9,"Wolfe, Timothy C.",R,100.00%,2012
1096,IL10,"Schneider, Brad",D,46.88%,2012
1097,IL10,"Dold, Robert",R,100.00%,2012
1098,IL11,"Foster, Bill",D,58.48%,2012
1099,IL11,"Biggert, Judy",R,99.88%,2012
1100,IL12,"Plummer, Jason",R,55.68%,2012
1101,IL13,"Gill, David M.",D,50.26%,2012
1102,IL14,"Hultgren, Randy M.",R,100.00%,2012
1103,IL14,"Anderson, Dennis",D,74.15%,2012
1104,IL15,"Shimkus, John M.",R,100.00%,2012
1105,IL15,"Michael, Angela",D,100.00%,2012
1106,IL16,"Kinzinger, Adam",R,53.94%,2012
1107,IL17,"Bustos, Cheri",D,54.40%,2012
1108,IL17,"Schilling, Bobby ",R,100.00%,2012
1109,IL18,"Schock, Aaron",R,100.00%,2012
1110,IL18,"Waterworth, Steve",D,69.58%,2012
1111,IN1,"Visclosky, Peter J. ",D,100.00%,2012
1112,IN1,"Phelps, Joel ",R,58.95%,2012
1113,IN2,"Walorski, Jackie",R,72.79%,2012
1114,IN2,"Mullen, Brendan",D,54.10%,2012
1115,IN3,"Stutzman, Marlin A. ",R,100.00%,2012
1116,IN3,"Boyd, Kevin R.",D,47.79%,2012
1117,IN4,"Rokita, Todd",R,100.00%,2012
1118,IN4,"Nelson, Tara E.",D,58.35%,2012
1119,IN5,"Brooks, Susan ",R,29.95%,2012
1120,IN5,"Reske, Scott",D,63.14%,2012
1121,IN6,"Messer, Luke",R,40.35%,2012
1122,IN6,"Bookout, Bradley T.",D,30.95%,2012
1123,IN7,"Carson, Andre D. ",D,90.35%,2012
1124,IN7,"May, Carlos A. ",R,26.79%,2012
1125,IN8,"Bucshon, Larry D. ",R,58.03%,2012
1126,IN8,"Crooks, Dave",D,57.70%,2012
1127,IN9,"Young, Todd",R,100.00%,2012
1128,IN9,"Yoder, Shelli ",D,47.67%,2012
1131,IA1,"Braley, Bruce ",D,99.23%,2012
1132,IA1,"Lange, Ben",R,53.06%,2012
1133,IA2,"Loebsack, Dave ",D,81.55%,2012
1134,IA2,"Archer, John ",R,60.52%,2012
1135,IA3,"Latham, Tom ",R,99.22%,2012
1136,IA3,"Boswell, Leonard ",D,98.30%,2012
1137,IA4,"King, Steve",R,98.91%,2012
1138,IA4,"Vilsack, Christie ",D,99.19%,2012
1139,KS1,"Huelskamp, Tim",R,100.00%,2012
1140,KS2,"Jenkins, Lynn",R,100.00%,2012
1141,KS2,"Schlingensiepen, Tobias",D,39.52%,2012
1142,KS3,"Yoder, Kevin",R,100.00%,2012
1143,KS4,"Pompeo, Mike",R,100.00%,2012
1144,KS4,"Tillman, Robert Leon",D,70.85%,2012
1145,KY1,"Whitfield, Edward ",R,100%,2012
1146,KY1,"Hatchett, Charles Kendall",D,59.10%,2012
1147,KY2,"Guthrie, S. Brett",R,100%,2012
1148,KY2,"Williams, David Lynn",D,100%,2012
1149,KY3,"Yarmuth, John A. ",D,86.66%,2012
1150,KY3,"Wicker, Brooks",R,100%,2012
1151,KY04 - FULL TERM,"Massie, Thomas ",R,44.83%,2012
1152,KY04 - FULL TERM,"Adkins, William R. ""Bill""",D,68.62%,2012
1153,KY5,"Rogers, Harold ""Hal"" ",R,100%,2012
1154,KY5,"Stepp, Kenneth S. ",D,52.70%,2012
1155,KY6,"Barr, Garland ""Andy""",R,82.80%,2012
1156,KY6,"Chandler, Ben ",D,100%,2012
1157,ME1,"Pingree, Chellie",D,100.00%,2012
1158,ME1,"Courtney, Jonathan T.E.",R,50.45%,2012
1159,ME2,"Michaud, Michael H.",D,100.00%,2012
1160,ME2,"Raye, Kevin L.",R,60.01%,2012
1163,MD1,"Harris, Andy",R,100.00%,2012
1164,MD1,"Rosen, Wendy",D,43.07%,2012
1165,MD2,"Ruppersberger, C. A. Dutch ",D,100.00%,2012
1166,MD2,"Jacobs, Nancy C.",R,60.10%,2012
1167,MD3,"Sarbanes, John ",D,86.42%,2012
1168,MD3,"Knowles, Eric Delano",R,33.45%,2012
1169,MD4,"Edwards, Donna F.",D,91.80%,2012
1170,MD4,"Loudon, Faith M.",R,61.31%,2012
1171,MD5,"Hoyer, Steny H. ",D,84.68%,2012
1172,MD5,"O'Donnell, Tony",R,73.67%,2012
1173,MD6,"Delaney, John ",D,54.17%,2012
1174,MD6,"Bartlett, Roscoe G. ",R,43.59%,2012
1175,MD7,"Cummings, Elijah",D,100.00%,2012
1176,MD7,"Mirabile, Frank C. ",R,69.80%,2012
1177,MD8,"Van Hollen, Chris ",D,92.21%,2012
1178,MD8,"Timmerman, Ken",R,46.20%,2012
1181,MA1,"Neal, Richard E.",D,65.47%,2012
1182,MA2,"McGovern, James P.",D,91.35%,2012
1183,MA3,"Tsongas, Nicola S.",D,99.19%,2012
1184,MA3,"Golnik, Jonathan A.",R,66.32%,2012
1185,MA4,"Kennedy, Joseph P., III",D,89.96%,2012
1186,MA4,"Bielat, Sean",R,73.21%,2012
1187,MA5,"Markey, Edward J.",D,99.18%,2012
1188,MA5,"Tierney, Tom",R,41.16%,2012
1189,MA6,"Tierney, John F.",D,98.21%,2012
1190,MA6,"Tisei, Richard R.",R,99.00%,2012
1191,MA7,"Capuano, Michael E.",D,98.64%,2012
1192,MA8,"Lynch, Stephen F.",D,98.76%,2012
1193,MA8,"Selvaggi, Joe",R,59.11%,2012
1194,MA9,"Keating, William Richard",D,59.08%,2012
1195,MA9,"Sheldon, Christopher",R,50.58%,2012
1198,MI1,"Benishek, Dan",R,100.00%,2012
1199,MI1,"McDowell, Gary",D,100.00%,2012
1200,MI2,"Huizenga, Bill",R,100.00%,2012
1201,MI3,"Amash, Justin",R,99.97%,2012
1202,MI3,"Pestka, Steve",D,59.00%,2012
1203,MI4,"Camp, Dave",R,100.00%,2012
1204,MI4,"Wirth, Debra Freidell",D,100.00%,2012
1205,MI5,"Kildee, Daniel T.",D,100.00%,2012
1206,MI5,"Slezak, Jim",R,63.88%,2012
1207,MI6,"Upton, Fred",R,66.56%,2012
1208,MI6,"O'Brien, Mike",D,100.00%,2012
1209,MI7,"Walberg, Tim",R,76.01%,2012
1210,MI7,"Haskell, Kurt Richard",D,66.75%,2012
1211,MI8,"Rogers, Mike",R,85.73%,2012
1212,MI8,"Enderle, Lance",D,100.00%,2012
1213,MI9,"Levin, Sander",D,100.00%,2012
1214,MI9,"Volaric, Don",R,61.60%,2012
1215,MI10,"Miller, Candice S. ",R,100.00%,2012
1216,MI10,"Stadler, Chuck ",D,58.14%,2012
1217,MI11 - FULL TERM,"Bentivolio, Kerry",R,66.28%,2012
1218,MI11 - FULL TERM,"Taj, Syed",D,58.87%,2012
1219,MI11 - UNEXPIRED TERM,"Curson, David A.",D,100.00%,2012
1220,MI11 - UNEXPIRED TERM,"Bentivolio, Kerry",R,41.69%,2012
1221,MI12,"Dingell, John D. ",D,78.55%,2012
1222,MI12,"Kallgren, Cynthia",R,50.73%,2012
1223,MI13,"Conyers, John, Jr.",D,55.40%,2012
1224,MI13,"Sawicki, Harry T.",R,100.00%,2012
1225,MI14,"Peters, Gary",D,47.03%,2012
1226,MI14,"Hauler, John",R,100.00%,2012
1229,MN1,"Quist, Allen",R,54.14%,2012
1230,MN2,"Kline, John",R,85.12%,2012
1231,MN3,"Paulsen, Erik",R,90.19%,2012
1232,MN4,"Hernandez, Tony",R,64.07%,2012
1233,MN5,"Fields, Chris",R,100.00%,2012
1234,MN6,"Bachmann, Michele",R,80.35%,2012
1235,MN7,"Byberg, Lee",R,100%,2012
1236,MN8,"Cravaack, Chip",R,100.00%,2012
1238,MS1,"Nunnelee, Alan",R,57.28%,2012
1239,MS1,"Morris, Brad",D,100.00%,2012
1240,MS2,"Thompson, Bennie G.",D,87.46%,2012
1241,MS2,"Marcy, Bill",R,100.00%,2012
1242,MS3,"Harper, Gregg",R,91.81%,2012
1243,MS4,"Palazzo, Steven M.",R,73.91%,2012
1246,MO1,"Clay, Lacy",D,63.30%,2012
1247,MO1,"Hamlin, Robyn",R,57.88%,2012
1248,MO2,"Wagner, Ann",R,65.78%,2012
1249,MO2,"Koenen, Glenn",D,28.38%,2012
1250,MO3,"Luetkemeyer, Blaine",R,100.00%,2012
1251,MO3,"Mayer, Eric C.",D,100.00%,2012
1252,MO4,"Hartzler, Vicky",R,84.00%,2012
1253,MO4,"Hensley, Teresa",D,100.00%,2012
1254,MO5,"Cleaver, Emanuel, II",D,100.00%,2012
1255,MO5,"Turk, Jacob",R,58.86%,2012
1256,MO6,"Graves, Sam",R,80.33%,2012
1257,MO6,"Yarber, Kyle",D,32.55%,2012
1258,MO7,"Long, Billy",R,59.67%,2012
1259,MO7,"Evans, Jim",D,100.00%,2012
1260,MO8,"Emerson, Jo Ann",R,67.07%,2012
1261,MO8,"Rushin, Jack",D,100.00%,2012
1264,MT0,"Daines, Steve",R,71.25%,2012
1265,MT0,"Gillan, Kim",D,31.03%,2012
1268,NE1,"Fortenberry, Jeff",R,86.89%,2012
1269,NE1,"Reiman, Korey L.",D,62.97%,2012
1270,NE2,"Terry, Lee",R,60.04%,2012
1271,NE2,"Ewing, John W., Jr.",D,62.10%,2012
1272,NE3,"Smith, Adrian",R,81.53%,2012
1273,NE3,"Sullivan, Mark ",D,100.00%,2012
1276,NV1,"Titus, Dina",D,100%,2012
1277,NV1,"Edwards, Chris",R,48.22%,2012
1278,NV2,"Amodei, Mark E.",R,100%,2012
1279,NV2,"Koepnick, Samuel",D,40.53%,2012
1280,NV3,"Heck, Joe",R,90.05%,2012
1281,NV3,"Oceguera, John",D,50.43%,2012
1282,NV4,"Horsford, Steven A. ",D,100%,2012
1283,NV4,"Tarkanian, Danny",R,31.51%,2012
1286,NH1,"Shea-Porter, Carol ",D,99.08%,2012
1287,NH1,"Guinta, Frank C.",R,84.27%,2012
1288,NH2,"Kuster, Ann McLane",D,99.18%,2012
1289,NH2,"Bass, Charles",R,81.24%,2012
1290,NJ1,"Andrews, Robert E.",D,88.40%,2012
1291,NJ1,"Horton, Gregory W.",R,100.00%,2012
1292,NJ2,"LoBiondo, Frank A.",R,87.58%,2012
1293,NJ2,"Shober, Cassandra",D,64.93%,2012
1294,NJ3,"Runyan, Jon",R,100.00%,2012
1295,NJ3,"Adler, Shelley",D,100.00%,2012
1296,NJ4,"Smith, Christopher H.",R,83.64%,2012
1297,NJ4,"Froelich, Brian P.",D,100.00%,2012
1298,NJ5,"Garrett, Scott",R,87.23%,2012
1299,NJ5,"Gussen, Adam",D,54.94%,2012
1300,NJ6,"Pallone, Frank, Jr.",D,100.00%,2012
1301,NJ6,"Little, Anna",R,70.12%,2012
1302,NJ7,"Lance, Leonard",R,60.57%,2012
1303,NJ7,"Chivukula, Upendra J.",D,100.00%,2012
1304,NJ8,"Sires, Albio",D,89.01%,2012
1305,NJ8,"Karczewski, Maria",R,100.00%,2012
1306,NJ9,"Pascrell, Bill, Jr.",D,61.18%,2012
1307,NJ9,"Boteach, Shmuley",R,57.90%,2012
1308,NJ10 - FULL TERM,"Payne, Donald M., Jr.",D,59.61%,2012
1309,NJ10 - FULL TERM,"Kelemen, Brian C.",R,100.00%,2012
1310,NJ10 - UNEXPIRED TERM,"Payne, Donald M., Jr.",D,70.68%,2012
1311,NJ11,"Frelinghuysen, Rodney P.",R,100.00%,2012
1312,NJ11,"Arvanites, John",D,100.00%,2012
1313,NJ12,"Holt, Rush",D,100.00%,2012
1314,NJ12,"Beck, Eric A.",R,100.00%,2012
1317,NM1,"Lujan Grisham, Michelle",D,40.06%,2012
1318,NM1,"Arnold-Jones, Janice E.",R,100.00%,2012
1319,NM2,"Pearce, Steve",R,100.00%,2012
1320,NM2,"Erhard, Evelyn Madrid",D,100.00%,2012
1321,NM3,"Lujan, Ben R.",D,100.00%,2012
1322,NM3,"Byrd, Jefferson L.",R,53.52%,2012
1325,NY1,"Bishop, Timothy H.",D,100%,2012
1326,NY1,"Altschuler, Randy",R,86.38%,2012
1327,NY2,"Falcone, Vivianne C.",D,100%,2012
1328,NY3,"Israel, Steve J.",D,100%,2012
1329,NY4,"McCarthy, Carolyn",D,100%,2012
1330,NY4,"Becker, Francis X., Jr.",R,55.12%,2012
1331,NY5,"Meeks, Gregory W.",D,66.52%,2012
1332,NY5,"Jennings, Allan W., Jr.",R,100%,2012
1333,NY6,"Meng, Grace",D,52.98%,2012
1334,NY6,"Halloran, Daniel J.",R,100%,2012
1335,NY7,"Velazquez, Nydia M.",D,57.92%,2012
1336,NY8,"Jeffries, Hakeem S.",D,71.75%,2012
1337,NY8,"Bellone, Alan S.",R,100%,2012
1338,NY9,"Clarke, Yvette D.",D,88.32%,2012
1339,NY9,"Cavanagh, Daniel J.",R,100%,2012
1340,NY10,"Nadler, Jerrold L.",D,100%,2012
1341,NY10,"Chan, Michael W.",R,100%,2012
1342,NY11,"Grimm, Michael G.",R,100%,2012
1343,NY11,"Murphy, Mark S.",D,100%,2012
1344,NY12,"Maloney, Carolyn B.",D,100%,2012
1345,NY12,"Wight, Christopher R.",R,100%,2012
1346,NY13,"Rangel, Charles B.",D,44.45%,2012
1347,NY13,"Schley, Craig",R,100%,2012
1348,NY14,"Crowley, Joseph",D,100%,2012
1349,NY14,"Gibbons, Willam F., Jr.",R,100%,2012
1350,NY15,"Serrano, Jose E.",D,100%,2012
1351,NY15,"Della Valle, Frank L.",R,100%,2012
1352,NY16,"Engel, Eliot L.",D,87.34%,2012
1353,NY16,"McLaughlin, Joseph",R,100%,2012
1354,NY17,"Lowey, Nita M.",D,100%,2012
1355,NY17,"Carvin, Joe",R,64.68%,2012
1356,NY18,"Maloney, Sean Patrick",D,48.27%,2012
1357,NY18,"Hayworth, Nan",R,100%,2012
1358,NY19,"Gibson, Christopher P.",R,100%,2012
1359,NY19,"Schreibman, Julian",D,58.82%,2012
1360,NY20,"Tonko, Paul D.",D,100%,2012
1361,NY20,"Dieterich, Robert J.",R,100%,2012
1362,NY21,"Owens, William L.",D,100%,2012
1363,NY21,"Doheny, Matthew A.",R,70.81%,2012
1364,NY22,"Hanna, Richard L.",R,71.13%,2012
1365,NY22,"Lamb, Dan",D,100%,2012
1366,NY23,"Reed, Thomas W., II",R,100%,2012
1367,NY23,"Shinagawa, Nate",D,53.86%,2012
1368,NY24,"Maffei, Daniel B.",D,100%,2012
1369,NY24,"Buerkle, Ann Marie",R,100%,2012
1370,NY25,"Slaughter, Louise M.",D,100%,2012
1371,NY25,"Brooks, Maggie",R,100%,2012
1372,NY26,"Higgins, Brian",D,100%,2012
1373,NY26,"Madigan, Michael H.",R,100%,2012
1374,NY27,"Collins, Chris",R,59.86%,2012
1375,NY27,"Hochul, Kathy C.",D,100%,2012
1378,NC1,"Butterfield, G. K .",D,81.13%,2012
1379,NC1,"DiLauro, Pete",R,100%,2012
1380,NC2,"Ellmers, Renee",R,55.98%,2012
1381,NC2,"Wilkins, Steve",D,50.69%,2012
1382,NC3,"Jones, Walter B.",R,68.99%,2012
1383,NC3,"Anderson, Erik",D,100%,2012
1384,NC4,"Price, David",D,100%,2012
1385,NC4,"D'Annunzio, Tim",R,46.41%,2012
1386,NC5,"Motsinger, Elisabeth",D,69.73%,2012
1387,NC6,"Coble, Howard",R,57.29%,2012
1388,NC7,"Rouzer, David ",R,48.52%,2012
1389,NC9,"Pittenger, Robert ",R,32.45%,2012
1390,NC10,"McHenry, Patrick ",R,72.54%,2012
1391,NC11,"Meadows, Mark",R,37.83%,2012
1392,NC11,"Rogers, Hayden ",D,55.73%,2012
1393,NC12,"Watt, Mel",D,80.91%,2012
1394,NC12,"Brosch, Jack ",R,100%,2012
1395,NC13,"Malone, Charles ",D,66.89%,2012
1396,ND0,"Cramer, Kevin",R,54.44%,2012
1398,OH1,"Chabot, Steve",R,100.00%,2012
1399,OH1,"Sinnard, Jeff",D,50.31%,2012
1400,OH2,"Wenstrup, Brad",R,48.74%,2012
1401,OH2,"Smith, William R.",D,50.15%,2012
1402,OH3,"Beatty, Joyce",D,38.32%,2012
1403,OH3,"Long, Chris",R,57.53%,2012
1404,OH4,"Jordan, Jim",R,100.00%,2012
1405,OH4,"Slone, Jim",D,100.00%,2012
1406,OH5,"Latta, Bob",R,82.58%,2012
1407,OH5,"Zimmann, Angela",D,100.00%,2012
1408,OH6,"Johnson, Bill",R,83.94%,2012
1409,OH6,"Wilson, Charlie",D,82.16%,2012
1410,OH7,"Gibbs, Bob",R,79.88%,2012
1411,OH7,"Healy-Abrams, Joyce R.",D,100.00%,2012
1412,OH8,"Boehner, John A.",R,83.82%,2012
1413,OH9,"Kaptur, Marcy",D,56.18%,2012
1414,OH9,"Wurzelbacher, Samuel J.",R,51.43%,2012
1415,OH10,"Turner, Mike",R,80.12%,2012
1416,OH10,"Neuhardt, Sharen Swartz",D,35.72%,2012
1417,OH11,"Fudge, Marcia L.",D,89.41%,2012
1418,OH12,"Tiberi, Pat",R,77.88%,2012
1419,OH12,"Reese, Jim",D,69.89%,2012
1420,OH13,"Ryan, Tim",D,100.00%,2012
1421,OH13,"Agana, Marisha G.",R,100.00%,2012
1422,OH14,"Blanchard, Dale Virgil",D,100.00%,2012
1423,OH15,"Stivers, Steve",R,89.31%,2012
1424,OH15,"Lang, Pat",D,56.68%,2012
1425,OH16,"Renacci, Jim",R,100.00%,2012
1426,OH16,"Sutton, Betty",D,100.00%,2012
1429,OK1,"Brindenstine, Jim",R,53.83%,2012
1430,OK1,"Olson, John",D,100%,2012
1431,OK2,"Mullin, Markwayne",R,42.40%,2012
1432,OK2,"Wallace, Rob",D,46.14%,2012
1433,OK3,"Lucas, Frank D.",R,88.16%,2012
1434,OK3,"Murray, Timothy Ray",D,52.33%,2012
1435,OK4,"Cole, Tom",R,87.73%,2012
1436,OK4,"Bebo, Donna Marie",D,58.31%,2012
1437,OK5,"Lankford, James",R,100%,2012
1438,OK5,"Guild, Tom",D,100%,2012
1439,OR1,"Morgan, Delinda ",R,56.34%,2012
1440,OR2,"Walden, Greg ",R,99.26%,2012
1441,OR3,"Blumenauer, Earl ",D,98.87%,2012
1442,OR3,"Green, Ronald ",R,63.15%,2012
1443,OR5,"Schrader, Kurt ",D,98.47%,2012
1444,OR5,"Thompson, Fred",R,66.97%,2012
1445,PA1,"Brady, Robert A.",D,99.91%,2012
1446,PA1,"Featherman, John",R,99.89%,2012
1447,PA2,"Fattah, Chaka",D,99.92%,2012
1448,PA2,"Mansfield, Robert Allen, Jr.",R,99.78%,2012
1449,PA3,"Kelly, Mike",R,99.54%,2012
1450,PA3,"Eaton, Missa",D,99.34%,2012
1451,PA4,"Perry, Scott",R,53.42%,2012
1452,PA4,"Perkinson, Harry",D,55.58%,2012
1453,PA5,"Thompson, Glenn",R,99.48%,2012
1454,PA5,"Dumas, Charles",D,98.91%,2012
1455,PA6,"Gerlach, Jim",R,99.40%,2012
1456,PA6,"Trivedi, Manan M.",D,99.53%,2012
1457,PA7,"Meehan, Patrick L.",R,99.88%,2012
1458,PA7,"Badey, George",D,99.87%,2012
1459,PA8,"Fitzpatrick, Mike",R,100.00%,2012
1460,PA8,"Boockvar, Kathy",D,100.00%,2012
1461,PA9,"Shuster, Bill",R,100.00%,2012
1462,PA10,"Marino, Thomas A.",R,99.69%,2012
1463,PA10,"Scollo, Philip",D,99.07%,2012
1464,PA11,"Barletta, Lou",R,99.43%,2012
1465,PA11,"Stilp, Gene",D,54.09%,2012
1466,PA12,"Rothfus, Keith J.",R,99.19%,2012
1467,PA12,"Critz, Mark S.",D,51.03%,2012
1468,PA13,"Schwartz, Allyson Y.",D,99.90%,2012
1469,PA13,"Rooney, Joseph James",R,99.98%,2012
1470,PA14,"Doyle, Mike",D,79.93%,2012
1471,PA14,"Lessmann, Hans F.",R,98.61%,2012
1472,PA15,"Dent, Charles W.",R,99.81%,2012
1473,PA15,"Daugherty, Richard",D,58.69%,2012
1474,PA16,"Pitts, Joseph R.",R,99.16%,2012
1475,PA16,"Strader, Aryanna C.",D,99.48%,2012
1476,PA17,"Cartwright, Matthew A.",D,57.07%,2012
1477,PA17,"Cummings, Laureen A.",R,98.09%,2012
1478,PA18,"Murphy, Tim",R,63.35%,2012
1479,PA18,"Maggi, Lawrence",D,99.29%,2012
1482,RI1,"Cicilline, David N.",D,62.14%,2012
1483,RI1,"Doherty, Brendan P.",R,100%,2012
1484,RI2,"Langevin, James R.",D,74.09%,2012
1485,RI2,"Riley, Michael G.",R,65.63%,2012
1488,SC1,"Scott, Tim",R,100%,2012
1489,SC1,"Rose, Bobbie",D,100%,2012
1490,SC2,"Wilson, Joe",R,80.58%,2012
1491,SC3,"Duncan, Jeff",R,100%,2012
1492,SC3,"Doyle, Brian Ryan B.",D,66.00%,2012
1493,SC4,"Gowdy, Trey",R,100%,2012
1494,SC4,"Morrow, Deb",D,70.65%,2012
1495,SC5,"Mulvaney, Mick",R,100%,2012
1496,SC5,"Knott, Joyce",D,100%,2012
1497,SC6,"Clyburn, James E. ""Jim""",D,100%,2012
1498,SC7,"Rice, Tom",R,27.36%,2012
1499,SC7,"Tinubu, Gloria Bromell",D,48.73%,2012
1500,SD0,"Noem, Kristi",R,100%,2012
1501,SD0,"Varilek, Matt",D,71.92%,2012
1502,TN1,"Roe, Phil",R,100.00%,2012
1503,TN1,"Woodruff, Alan",D,100.00%,2012
1504,TN2,"Duncan, John J., Jr.",R,83.39%,2012
1505,TN2,"Goodale, Troy Christopher",D,100.00%,2012
1506,TN3,"Fleischmann, Chuck",R,39.07%,2012
1507,TN3,"Headrick, Mary M.",D,67.03%,2012
1508,TN4,"DesJarlais, Scott",R,76.76%,2012
1509,TN4,"Stewart, Eric",D,100.00%,2012
1510,TN5,"Cooper, Jim",D,100.00%,2012
1511,TN5,"Staats, Brad",R,26.42%,2012
1512,TN6,"Black, Diane",R,69.38%,2012
1513,TN7,"Blackburn, Marsha",R,100.00%,2012
1514,TN7,"Amouzouvik, Credo",D,100.00%,2012
1515,TN8,"Fincher, Stephen Lee",R,86.66%,2012
1516,TN8,"Dixon, Timothy D.",D,37.89%,2012
1517,TN9,"Cohen, Steve",D,89.30%,2012
1518,TN9,"Flinn, George S., Jr.",R,63.95%,2012
1521,TX1,"Gohmert, Louie",R,100.00%,2012
1522,TX1,"McKellar, Shirley J.",D,100.00%,2012
1523,TX2,"Poe, Ted",R,100.00%,2012
1524,TX2,"Dougherty, Jim",D,100.00%,2012
1525,TX3,"Johnson, Sam",R,83.06%,2012
1526,TX4,"Hall, Ralph M.",R,58.37%,2012
1527,TX4,"Hathcox, VaLinda",D,100.00%,2012
1528,TX5,"Hensarling, Jeb",R,100.00%,2012
1529,TX5,"Mrosko, Linda S.",D,39.16%,2012
1530,TX6,"Barton, Joe L.",R,63.22%,2012
1531,TX6,"Sanders, Kenneth",D,61.25%,2012
1532,TX7,"Culberson, John",R,86.29%,2012
1533,TX7,"Cargas, James",D,33.78%,2012
1534,TX8,"Brady, Kevin",R,76.11%,2012
1535,TX8,"Burns, Neil",D,100.00%,2012
1536,TX9,"Green, Al",D,100.00%,2012
1537,TX9,"Mueller, Steve",R,100.00%,2012
1538,TX10,"McCaul, Michael",R,83.77%,2012
1539,TX10,"Cadien, Tawana W.",D,56.65%,2012
1540,TX11,"Conaway, Mike",R,70.36%,2012
1541,TX11,"Riley, Jim",D,100.00%,2012
1542,TX12,"Granger, Kay",R,80.18%,2012
1543,TX12,"Robinson, Dave",D,100.00%,2012
1544,TX13,"Thornberry, Mac",R,77.53%,2012
1545,TX14,"Weber, Randy",R,27.60%,2012
1546,TX14,"Lampson, Nick",D,83.24%,2012
1547,TX15,"Hinojosa, Rubén",D,71.16%,2012
1548,TX15,"Brueggemann, Dale A.",R,31.68%,2012
1549,TX16,"O'Rourke, Beto",D,50.47%,2012
1550,TX16,"Carrasco, Barbara",R,58.87%,2012
1551,TX17,"Flores, Bill",R,82.50%,2012
1552,TX18,"Jackson Lee, Sheila",D,100.00%,2012
1553,TX18,"Seibert, Sean",R,100.00%,2012
1554,TX19,"Neugebauer, Randy",R,74.31%,2012
1555,TX20,"Castro, Joaquin",D,100.00%,2012
1556,TX20,"Rosa, David",R,100.00%,2012
1557,TX21,"Smith, Lamar",R,76.63%,2012
1558,TX21,"Duval, Candace E.",D,61.07%,2012
1559,TX22,"Olson, Pete",R,76.48%,2012
1560,TX22,"Rogers, Kesha",D,50.71%,2012
1561,TX23,"Gallego, Pete P.",D,40.83%,2012
1562,TX23,"Canseco, Francisco ""Quico""",R,100.00%,2012
1563,TX24,"Marchant, Kenny E.",R,67.93%,2012
1564,TX24,"Rusk, Tim",D,100.00%,2012
1565,TX25,"Williams, Roger",R,25.11%,2012
1566,TX25,"Henderson, Elaine M.",D,100.00%,2012
1567,TX26,"Burgess, Michael",R,100.00%,2012
1568,TX26,"Sanchez, David",D,100.00%,2012
1569,TX27,"Farenthold, Blake",R,70.78%,2012
1570,TX27,"Harrison, Rose Meza",D,30.70%,2012
1571,TX28,"Cuellar, Henry",D,100.00%,2012
1572,TX28,"Hayward, William R.",R,100.00%,2012
1573,TX29,"Green, Gene",D,100.00%,2012
1574,TX30,"Johnson, Eddie Bernice",D,70.06%,2012
1575,TX30,"Washington, Travis, Jr.",R,100.00%,2012
1576,TX31,"Carter, John R.",R,75.99%,2012
1577,TX31,"Wyman, Stephen M.",D,100.00%,2012
1578,TX32,"Sessions, Pete",R,100.00%,2012
1579,TX32,"McGovern, Katherine Savers",D,84.20%,2012
1580,TX33,"Veasey, Marc",D,36.77%,2012
1581,TX33,"Bradley, Chuck",R,63.79%,2012
1582,TX34,"Vela, Filemon",D,40.46%,2012
1583,TX34,"Bradshaw, Jessica Puente",R,34.58%,2012
1584,TX35,"Doggett, Lloyd",D,73.25%,2012
1585,TX35,"Narvaiz, Susan",R,51.78%,2012
1586,TX36,"Stockman, Steve",R,21.78%,2012
1587,TX36,"Martin, Max",D,100.00%,2012
1590,UT1,"McAleer, Donna M.",D,66.63%,2012
1592,VT0,"Donka, Mark",R,95.80%,2012
1594,VI0,"Christensen, Donna M.",D,55.33%,2012
1595,VI0,"Redfield, Holland L., II",R,70.44%,2012
1596,VA1,"Wittman, Robert J. ""Rob""",R,100%,2012
1597,VA1,"Cook, Adam M.",D,Convention,2012
1598,VA2,"Rigell, E. Scott",R,100%,2012
1599,VA2,"Hirschbiel, Paul O., Jr.",D,100%,2012
1600,VA3,"Scott, Robert C. ""Bobby""",D,100%,2012
1601,VA3,"Longo, Dean J.",R,100%,2012
1602,VA4,"Forbes, J. Randy",R,89.72%,2012
1603,VA4,"Ward, Ella P.",D,85.30%,2012
1604,VA5,"Hurt, Robert",R,100%,2012
1605,VA5,"Douglass, John Wade",D,Convention,2012
1606,VA6,"Goodlatte, Robert W. ""Bob""",R,66.49%,2012
1607,VA6,"Schmookler, Andy B.",D,100%,2012
1608,VA7,"Cantor, Eric I.",R,79.45%,2012
1609,VA7,"Powell, E. Wayne",D,Convention,2012
1610,VA8,"Moran, James P. ""Jim,"" Jr.",D,74.19%,2012
1611,VA8,"Murray, J. Patrick",R,100%,2012
1612,VA9,"Griffith, H. Morgan",R,100%,2012
1613,VA9,"Flaccavento, Anthony J.",D,Convention,2012
